syl_len0,syl_len1,syl_len2,syl_len3,syl_len4,syl_len5,syl0,syl1,syl2,syl3,syl4,syl5,nk_suffix,praefix,basic_pos,comp_struct,sa_struct,prae_class,praefix1,praefix2,praefix3,praefix4,praefix5,suffix1,suffix2,suffix3,suffix4,suffix5,suff_class,rhyme0,rhyme1,rhyme2,rhyme3,rhyme4,rhyme5,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,cv_ratio4,cv_ratio5,koda_len0,koda_len1,koda_len2,koda_len3,koda_len4,koda_len5,onset_len0,onset_len1,onset_len2,onset_len3,onset_len4,onset_len5,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,nucleus_len4,nucleus_len5,comp_len,sonority0,sonority1,sonority2,sonority3,sonority4,sonority5,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_ratio4,sonority_ratio5,sonority_dir,syl_class0,syl_class1,syl_class2,syl_class3,syl_class4,syl_class5,onset_class0,onset_class1,onset_class2,onset_class3,onset_class4,onset_class5,koda_class0,koda_class1,koda_class2,koda_class3,koda_class4,koda_class5,nucleus_class0,nucleus_class1,nucleus_class2,nucleus_class3,nucleus_class4,nucleus_class5,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_weight4,syl_weight5,nomen,sylcnt,stress_class
3,2,4,2,3,3,All,ge,mein,be,fin,den,en,ø,N,AN,SS,ø,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,CCKC,KCCKC,ø,VC,CV,CVVC,CV,CVC,CVC,1,1,1,1,2,2,1,0,1,0,1,1,0,1,1,1,1,1,1,1,2,1,1,1,2,11,101,2001,101,1101,1101,3,2,3,2,2,2,1,KC,CK,CDC,CK,CKC,CKC,,C,C,C,C,C,C,,C,,C,C,K,K,D,K,K,K,1,0,1,0,1,0,T,6,multa
3,2,4,3,5,4,all,ge,mein,ver,st1nd,lich,ich,ø,A,ø,SS,ø,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,CCKC,CCCKC,noacc,VC,CV,CVVC,CVC,CCVCC,CVC,1,1,1,2,4,2,1,0,1,1,2,1,0,1,1,1,2,1,1,1,2,1,1,1,2,11,101,2001,111,1301,111,3,2,3,2,1,3,1,KC,CK,CDC,CKC,CCKCC,CKC,,C,C,C,CC,C,C,,C,C,CC,C,K,K,D,K,K,K,1,0,1,1,2,1,F,6,multa
2,2,2,2,2,2,Al,li,te,ra,ti,on,on,ø,N,R,SA,ø,K,KC,KCK,KCKC,KCKCL,C,LC,LLC,ALLC,KALLC,ø,VC,CVC,CVV,CVC,CVV,VVC,1,2,0,2,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,2,1,2,2,1,1,11,101,11,101,1001,4,4,2,3,3,3,1,K,CK,CL,CK,AL,LC,,C,C,C,A,,,,,,,C,K,K,L,K,L,L,1,1,1,1,1,1,T,6,ultima
2,3,2,2,2,3,Al,lon,ge,pe,r2,cke,e,ø,N,NN,SS,ø,K,KC,KCN,KCNC,KCNCK,K,CK,KCK,CKCK,LCKCK,ø,VC,CVV,CV,CVV,CVC,CV,1,0,1,0,2,1,1,0,0,0,1,0,0,1,1,1,1,1,1,2,1,2,1,1,2,1,11,101,101,11,101,4,4,2,2,4,2,1,K,CN,CK,CL,CK,CK,,C,C,C,C,C,,,,,,,K,N,K,L,K,K,1,1,0,1,1,0,T,6,sekunda
2,3,2,2,3,3,al,pha,be,ti,sie,ren,en,ø,V,N,SA,ø,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,LCKC,CLCKC,ø,VC,CVC,CVV,CVV,CVV,CVC,1,2,0,0,0,2,1,1,0,0,0,1,0,1,1,1,1,1,1,1,2,2,2,1,1,11,101,101,101,101,1011,3,2,2,3,3,3,1,KC,CK,CL,CL,CL,CKC,,C,C,C,C,C,C,,,,,C,K,K,L,L,L,K,1,1,1,1,1,0,F,6,paenultima
3,3,3,3,2,4,Alt,bun,des,pr1,si,dent,ent,ø,N,AN,SS,ø,L,LC,LCK,LCKC,LCKCC,C,CC,KCC,CKCC,LCKCC,ø,VCC,CVC,CVC,CCVC,CVV,CVCC,2,2,2,3,0,3,2,1,1,1,0,2,0,1,1,2,1,1,1,1,1,1,2,1,2,1,1101,201,111,101,1201,4,2,2,2,3,2,1,L,CKC,CKC,CCK,CL,CKCC,,C,C,CC,C,C,,C,C,,,CC,L,K,K,K,L,K,2,1,0,1,1,2,T,6,multa
2,4,2,2,2,2,Al,ters,py,ra,mi,de,e,ø,N,NN,SAS,ø,K,KC,KCC,KCCK,KCCKC,K,CK,LCK,CLCK,KCLCK,ø,VC,CVCC,CVV,CVC,CVV,CV,1,3,0,2,0,1,1,2,0,1,0,0,0,1,1,1,1,1,1,1,2,1,2,1,2,11,211,101,11,1001,101,3,2,3,3,3,2,1,KC,CKCC,CL,CK,CL,CK,,C,C,C,C,C,C,CC,,,,,K,K,L,K,L,K,1,0,1,1,1,0,T,6,prima
2,4,3,2,3,4,Al,ters,ver,si,che,rung,ung,ø,N,NN,SAS,ø,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,KCKC,CKCKC,ø,VC,CVCC,CVC,CVC,CV,CVC,1,3,2,2,1,2,1,2,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,2,11,211,111,101,101,1011,3,2,2,3,2,3,1,KC,CKCC,CKC,CK,CK,CKC,,C,C,C,C,C,C,CC,C,,,C,K,K,K,K,K,K,1,0,1,1,0,1,T,6,prima
3,2,3,2,3,3,Alt,ka,tho,li,zis,mus,us,ø,N,AN,SS,ø,L,LC,LCK,LCKC,LCKCL,C,KC,CKC,CCKC,KCCKC,ø,VCC,CVC,CVV,CVV,CVC,CVC,2,2,0,0,2,2,2,1,0,0,1,1,0,1,1,1,1,1,1,1,2,2,1,1,2,1,101,101,11,201,1101,4,2,2,4,2,2,1,L,CK,CL,CL,AKC,CKC,,C,C,C,A,C,,,,,C,C,L,K,L,L,K,K,2,1,1,1,1,1,T,6,multa
3,2,3,3,2,5,alt,te,sta,men,ta,risch,isch,ø,A,AN,SSA,ø,L,LC,LCK,LCKC,LCKCC,C,KC,CKC,LCKC,CLCKC,ø,VCC,CVC,CVC,CVC,CVV,CVC,2,2,2,2,0,2,2,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,2,1,2,1,201,101,2001,101,111,4,2,2,2,3,3,1,L,CKC,CK,CKC,CL,CKC,,C,C,C,C,C,,C,,C,,C,L,K,K,K,L,K,2,1,1,1,1,1,F,6,multa
1,2,2,2,2,5,A,lu,mi,ni,um,druck,uck,ø,N,NN,SS,ø,K,KC,KCL,KCLC,KCLCL,C,KC,CKC,CCKC,CCCKC,ø,VC,CVV,CVV,CVV,VC,CCVC,1,0,0,0,1,3,1,0,0,0,1,1,0,1,1,1,0,2,1,2,2,2,1,1,2,1,11,1001,1001,1001,211,4,4,3,3,3,2,1,K,CL,CL,CL,KC,CCKC,,C,C,C,,CC,,,,,C,C,K,L,L,L,K,K,1,1,1,1,1,1,T,6,undef
1,3,2,2,2,2,A,mal,ga,ma,ti,on,on,ø,N,N,SA,ø,K,KC,KCK,KCKC,KCKCC,C,LC,LLC,ALLC,KALLC,ø,VC,CVC,CVC,CVC,CVV,VVC,1,2,2,2,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,2,2,1,1,1011,101,1001,101,1001,4,3,2,3,3,3,1,K,CKC,CK,CK,AL,LC,,C,C,C,A,,,C,,,,C,K,K,K,K,L,L,1,1,1,1,1,1,T,6,ultima
2,2,2,1,3,3,am,bi,ti,o,nie,ren,en,ø,V,N,SA,ø,K,KC,KCC,KCCL,KCCLA,C,KC,CKC,LCKC,CLCKC,ø,VC,CVV,CVV,VV,CVV,CVC,1,0,0,0,0,2,1,0,0,0,0,1,0,1,1,0,1,1,1,2,2,2,2,1,1,1001,101,101,1,1001,1011,3,3,3,4,3,3,1,KC,CL,AL,L,CL,CKC,,C,A,,C,C,C,,,,,C,K,L,L,L,L,K,1,1,1,1,1,0,F,6,paenultima
1,2,2,1,3,3,a,me,li,o,rie,ren,en,ø,V,R,SA,ø,K,KC,KCL,KCLC,KCLCL,C,KC,CKC,LCKC,CLCKC,ø,VC,CVV,CVV,VV,CVV,CVC,1,0,0,0,0,2,1,0,0,0,0,1,0,1,1,0,1,1,1,2,2,2,2,1,1,1,1001,11,1,11,1011,4,3,4,4,4,3,1,K,CL,CL,L,CL,CKC,,C,C,,C,C,,,,,,C,K,L,L,L,L,K,1,1,1,1,1,0,F,6,paenultima
1,2,2,2,2,3,A,me,ri,ka,ne,rin,in,ø,N,N,SA,ø,K,KC,KCL,KCLC,KCLCL,C,KC,CKC,KCKC,CKCKC,ø,VC,CVV,CVV,CVV,CV,CVC,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,1,1,1,1,2,2,2,1,1,1,1,1001,11,101,1001,1011,4,3,4,3,3,3,1,K,CL,CL,CL,CK,CKC,,C,C,C,C,C,,,,,,C,K,L,L,L,K,K,1,1,1,1,0,1,T,6,antepaenultima
1,2,2,2,3,3,A,me,ri,ka,nis,mus,us,ø,N,R,SA,ø,K,KC,KCL,KCLC,KCLCL,C,KC,CKC,CCKC,KCCKC,noacc,VC,CVV,CVV,CVC,CVC,CVC,1,0,0,2,2,2,1,0,0,1,1,1,0,1,1,1,1,1,1,2,2,1,1,1,1,1,1001,11,101,1101,1101,4,3,4,2,2,2,1,K,CL,CL,CK,CKC,CKC,,C,C,C,C,C,,,,,C,C,K,L,L,K,K,K,1,1,1,1,1,1,T,6,paenultima
1,2,2,2,2,4,A,me,ri,ka,ni,stik,ik,ø,N,R,SA,ø,K,KC,KCL,KCLC,KCLCL,C,KC,CKC,CCKC,KCCKC,ø,VC,CVV,CVV,CVC,CVC,CVC,1,0,0,2,2,2,1,0,0,1,1,1,0,1,1,1,1,1,1,2,2,1,1,1,1,1,1001,11,101,1101,201,4,3,4,2,2,2,1,K,CL,CL,CK,CKC,CKC,,C,C,C,C,C,,,,,C,C,K,L,L,K,K,K,1,1,1,1,1,1,T,6,paenultima
1,3,2,2,2,2,A,mor,ti,sa,ti,on,on,ø,N,R,SA,ø,K,KC,KCK,KCKC,KCKCC,C,LC,LLC,ALLC,KALLC,ø,VC,CVC,CVV,CVC,CVV,VVC,1,2,0,2,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,2,1,2,2,1,1,1011,101,101,101,1001,4,3,3,2,3,3,1,K,CKC,CL,CK,AL,LC,,C,C,C,A,,,C,,,,C,K,K,L,K,L,L,1,1,1,1,1,1,T,6,ultima
2,3,3,1,3,5,am,phi,the,a,tra,lisch,isch,ø,A,R,SA,ø,K,KC,KCC,KCCL,KCCLC,C,KC,CKC,LCKC,CLCKC,ø,VC,CVV,CVV,VC,CCVV,CVC,1,0,0,1,1,2,1,0,0,1,0,1,0,1,1,0,2,1,1,2,2,1,2,1,1,1001,101,101,1,111,111,3,3,2,4,3,3,-1,KC,CL,CL,K,CCL,CKC,,C,C,,CC,C,C,,,,,C,K,L,L,K,L,K,1,1,1,1,1,1,F,6,paenultima
2,3,2,2,2,2,Am,pli,fi,ka,ti,on,on,ø,N,R,SA,ø,K,KC,KCC,KCCC,KCCCL,C,LC,LLC,ALLC,KALLC,ø,VC,CCVV,CVV,CVC,CVV,VVC,1,1,0,2,0,0,1,0,0,1,0,1,0,2,1,1,1,0,1,2,2,1,2,2,1,1001,111,101,101,101,1001,3,3,3,2,3,3,-1,KC,CCL,CL,CK,AL,LC,,CC,C,C,A,,C,,,,,C,K,L,L,K,L,L,1,1,1,1,1,1,T,6,ultima
1,2,3,2,2,3,A,na,kre,on,ti,ker,er,ø,N,R,SA,ø,K,KC,KCK,KCKC,KCKCC,C,KC,CKC,LCKC,CLCKC,ø,VC,CVC,CCVV,VC,CVV,CVC,1,2,1,1,0,2,1,1,0,1,0,1,0,1,2,0,1,1,1,1,2,1,2,1,1,1,1001,111,1001,101,111,4,3,2,3,3,2,-1,K,CK,CCL,KC,CL,CKC,,C,CC,,C,C,,,,C,,C,K,K,L,K,L,K,1,1,1,1,1,0,T,6,antepaenultima
1,2,2,3,3,4,A,na,lo,gie,bil,dung,ung,ø,N,NN,SS,ø,K,KC,KCK,KCKC,KCKCL,C,KC,CKC,CCKC,KCCKC,ø,VC,CVC,CVV,CVV,CVC,CVC,1,2,0,0,2,2,1,1,0,0,1,1,0,1,1,1,1,1,1,1,2,2,1,1,2,1,1001,11,101,111,1101,4,3,3,3,3,2,1,K,CK,CL,CL,CKC,CKC,,C,C,C,C,C,,,,,C,C,K,K,L,L,K,K,1,1,1,1,1,1,T,6,antepaenultima
2,2,3,2,3,3,An,al,pha,be,ten,tum,um,an,N,N,SAA,acc,K,KC,KCK,KCKC,KCKCC,C,LC,CLC,CCLC,KCCLC,noacc,VC,VC,CVC,CVV,CVC,CVVC,1,1,2,0,2,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,2,1,2,1,1001,11,101,101,1101,1101,3,3,2,2,2,2,1,KC,KC,CK,CL,CKC,CLC,,,C,C,C,C,C,C,,,C,C,K,K,K,L,K,L,1,1,1,1,0,1,T,6,antepaenultima
2,2,3,2,3,3,an,1s,the,ti,sie,ren,en,ø,V,N,SA,ø,K,KC,KCK,KCKC,KCKCC,C,KC,CKC,LCKC,CLCKC,ø,VC,VC,CVV,CVV,CVV,CVC,1,1,0,0,0,2,1,1,0,0,0,1,0,0,1,1,1,1,1,1,2,2,2,1,1,1001,101,101,101,101,1011,3,2,2,3,3,3,1,KC,KC,CL,CL,CL,CKC,,,C,C,C,C,C,C,,,,C,K,K,L,L,L,K,1,1,1,1,1,0,F,6,paenultima
2,3,2,5,4,4,An,der,ge,schwi,ster,kind,ind,ø,N,ø,SS,ø,K,KC,KCC,KCCK,KCCKC,C,CC,KCC,CKCC,CCKCC,ø,VC,CVC,CV,CCVC,CVC,CVCC,1,2,1,3,2,3,1,1,0,1,1,2,0,1,1,2,1,1,1,1,1,1,1,1,2,1001,111,101,301,111,1201,3,2,2,2,2,2,1,KC,CKC,CK,CCKC,CKC,CKCC,,C,C,CC,C,C,C,C,,C,C,CC,K,K,K,K,K,K,1,0,0,1,0,2,T,6,prima
2,3,2,3,2,3,an,ein,an,der,f2,gen,en,an,V,BV,SS,acc,K,KC,KCD,KCDC,KCDCK,C,KC,CKC,LCKC,CLCKC,ø,VC,VVC,VC,CVC,CVV,CVC,1,0,1,2,0,2,1,1,1,1,0,1,0,0,0,1,1,1,1,2,1,1,2,1,2,1001,1001,1001,111,101,1101,3,4,3,2,3,2,-1,KC,DC,KC,CKC,CL,CKC,,,,C,C,C,C,C,C,C,,C,K,D,K,K,L,K,1,1,1,0,1,0,F,6,undef
2,3,2,3,4,3,an,ein,an,der,gren,zen,en,an,V,BV,SS,acc,K,KC,KCD,KCDC,KCDCK,C,KC,AKC,CAKC,KCAKC,ø,VC,VVC,VC,CVC,CCVC,CVC,1,0,1,2,3,2,1,1,1,1,1,1,0,0,0,1,2,1,1,2,1,1,1,1,2,1001,1001,1001,111,1111,1101,3,4,3,2,2,2,-1,KC,DC,KC,CKC,CCKC,AKC,,,,C,CC,A,C,C,C,C,C,C,K,D,K,K,K,K,1,1,1,0,1,0,F,6,undef
2,3,2,3,2,3,an,ein,an,der,le,gen,en,an,V,BV,SS,acc,K,KC,KCD,KCDC,KCDCK,C,KC,CKC,LCKC,CLCKC,ø,VC,VVC,VC,CVC,CVV,CVC,1,0,1,2,0,2,1,1,1,1,0,1,0,0,0,1,1,1,1,2,1,1,2,1,2,1001,1001,1001,111,11,1101,3,4,3,2,3,2,-1,KC,DC,KC,CKC,CL,CKC,,,,C,C,C,C,C,C,C,,C,K,D,K,K,L,K,1,1,1,0,1,0,F,6,undef
2,3,2,3,3,3,an,ein,an,der,rei,hen,en,an,V,BV,SS,acc,K,KC,KCD,KCDC,KCDCK,C,KC,DKC,CDKC,CCDKC,ø,VC,VVC,VC,CVC,CVV,VC,1,0,1,2,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,2,1,1,2,1,2,1001,1001,1001,111,11,1001,3,4,3,2,4,3,-1,KC,DC,KC,CKC,CD,KC,,,,C,C,,C,C,C,C,,C,K,D,K,K,D,K,1,1,1,0,1,0,F,6,undef
2,3,2,3,4,3,an,ein,an,der,wach,sen,en,an,V,BV,SS,acc,K,KC,KCD,KCDC,KCDCK,C,KC,CKC,CCKC,KCCKC,ø,VC,VVC,VC,CVC,CVC,CVC,1,0,1,2,2,2,1,1,1,1,1,1,0,0,0,1,1,1,1,2,1,1,1,1,2,1001,1001,1001,111,201,1101,3,4,3,2,2,2,-1,KC,DC,KC,CKC,CKC,CKC,,,,C,C,C,C,C,C,C,C,C,K,D,K,K,K,K,1,1,1,0,1,0,F,6,undef
2,2,4,3,2,3,an,er,kann,ter,ma,$en,en,ø,ADV,A,SAA,ø,K,KC,KCK,KCKC,KCKCC,C,KC,CKC,LCKC,CLCKC,ø,VC,VC,CVC,CVC,CVV,CVC,1,1,2,2,0,2,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,2,1,1,1001,11,1101,111,1001,1101,3,3,2,2,4,2,1,KC,KC,CKC,CKC,CL,CKC,,,C,C,C,C,C,C,C,C,,C,K,K,K,K,L,K,1,1,1,0,1,0,F,6,multa
2,4,2,2,2,2,An,klei,de,ka,bi,ne,e,an,N,VN,SAS,acc,K,KC,KCC,KCCC,KCCCD,K,CK,LCK,CLCK,KCLCK,ø,VC,CCVV,CV,CVC,CVV,CV,1,1,1,2,0,1,1,0,0,1,0,0,0,2,1,1,1,1,1,2,1,1,2,1,2,1001,111,101,101,101,1001,3,3,2,2,3,3,-1,KC,CCD,CK,CK,CL,CK,,CC,C,C,C,C,C,,,,,,K,D,K,K,L,K,1,1,0,1,1,0,T,6,prima
2,2,2,2,2,3,An,la,ge,be,ra,ter,er,an,N,NN,SS,acc,K,KC,KCC,KCCL,KCCLC,C,KC,CKC,LCKC,CLCKC,ø,VC,CVV,CV,CV,CVV,CVC,1,0,1,1,0,2,1,0,0,0,0,1,0,1,1,1,1,1,1,2,1,1,2,1,2,1001,11,101,101,11,111,3,4,2,2,4,2,-1,KC,CL,CK,CK,CL,CKC,,C,C,C,C,C,C,,,,,C,K,L,K,K,L,K,1,1,0,0,1,0,T,6,prima
2,3,5,2,4,3,an,leh,nungs,be,d2rf,tig,ig,an,A,NA,SAS,acc,K,KC,KCC,KCCL,KCCLC,C,KC,CKC,CCKC,CCCKC,ø,VC,CVV,CVCC,CV,CVCC,CVC,1,0,3,1,3,2,1,0,2,0,2,1,0,1,1,1,1,1,1,2,1,1,1,1,2,1001,11,2101,101,211,201,3,3,2,2,2,2,-1,KC,CL,CKCC,CK,CKCC,CKC,,C,C,C,C,C,C,,CC,,CC,C,K,L,K,K,K,K,1,1,2,0,2,1,F,6,prima
2,3,2,2,2,4,An,lei,he,ab,l3,sung,ung,an,N,NV,ø,acc,K,KC,KCC,KCCD,KCCDK,C,KC,CKC,LCKC,CLCKC,ø,VC,CVV,V,VC,CVV,CVC,1,0,0,1,0,2,1,0,0,1,0,1,0,1,0,0,1,1,1,2,1,1,2,1,2,1001,11,1,101,11,1101,3,4,4,2,3,2,1,KC,CD,K,KC,CL,CKC,,C,,,C,C,C,,,C,,C,K,D,K,K,L,K,1,1,0,1,1,1,T,6,prima
2,3,2,3,2,3,An,mel,de,for,mu,lar,ar,an,N,VN,SAS,acc,K,KC,KCC,KCCK,KCCKC,C,LC,CLC,LCLC,CLCLC,ø,VC,CVC,CV,CVC,CVV,CVVC,1,2,1,2,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,2,2,2,1001,1011,101,111,1001,21,3,3,2,2,3,4,-1,KC,CKC,CK,CKC,CL,CLC,,C,C,C,C,C,C,C,,C,,C,K,K,K,K,L,L,1,1,0,1,1,1,T,6,prima
2,2,2,5,3,4,An,n1,he,rungs,ver,such,uch,an,N,NN,SAS,acc,K,KC,KCC,KCCL,KCCLK,C,LC,CLC,CCLC,KCCLC,ø,VC,CVV,V,CVCC,CVC,CVVC,1,0,0,3,2,1,1,0,0,2,1,1,0,1,0,1,1,1,1,2,1,1,1,2,2,1001,1001,1,1111,111,201,3,3,4,2,2,2,-1,KC,CL,K,CKCC,CKC,CLC,,C,,C,C,C,C,,,CC,C,C,K,L,K,K,K,L,1,1,0,2,1,1,T,6,prima
2,2,2,5,3,2,an,n1,he,rungs,wei,se,e,an,ADV,NA,SAS,acc,K,KC,KCC,KCCL,KCCLK,K,CK,DCK,CDCK,CCDCK,ø,VC,CVV,V,CVCC,CVV,CV,1,0,0,3,0,1,1,0,0,2,0,0,0,1,0,1,1,1,1,2,1,1,2,1,2,1001,1001,1,1111,101,101,3,3,4,2,3,2,-1,KC,CL,K,CKCC,CD,CK,,C,,C,C,C,C,,,CC,,,K,L,K,K,D,K,1,1,0,2,1,0,F,6,prima
2,3,2,2,3,4,An,nah,me,er,kl1,rung,ung,an,N,NV,ø,acc,K,KC,KCC,KCCL,KCCLC,C,KC,CKC,LCKC,CLCKC,ø,VC,CVV,CV,VC,CCVV,CVC,1,0,1,1,1,2,1,0,0,1,0,1,0,1,1,0,2,1,1,2,1,1,2,1,2,1001,1001,1001,11,111,1011,3,4,3,3,2,3,-1,KC,CL,CK,KC,CCL,CKC,,C,C,,CC,C,C,,,C,,C,K,L,K,K,L,K,1,1,0,1,1,1,T,6,prima
2,2,3,2,2,2,An,ni,ver,sa,ri,um,um,ø,N,ø,ø,ø,K,KC,KCL,KCLC,KCLCK,C,KC,LKC,CLKC,LCLKC,ø,VC,CVV,CVC,CVV,CVV,VC,1,0,2,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,2,1,2,2,1,0,1,1001,111,101,11,1001,4,3,2,3,4,3,1,K,CL,CKC,CL,CL,KC,,C,C,C,C,,,,C,,,C,K,L,K,L,L,K,1,1,1,1,1,1,T,6,antepaenultima
1,2,3,3,2,3,A,no,den,bat,te,rie,ie,ø,N,NN,SAS,ø,K,KC,KCL,KCLC,KCLCK,L,CL,KCL,CKCL,KCKCL,ø,VC,CVV,CVC,CVC,CV,CVV,1,0,2,2,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,2,1,1,1,2,2,1,1001,1101,101,101,11,4,3,2,2,2,4,-1,K,CL,CKC,CK,CK,CL,,C,C,C,C,C,,,C,,,,K,L,K,K,K,L,1,1,0,1,0,1,T,6,sekunda
2,5,4,2,3,5,An,schau,ungs,un,ter,richt,icht,an,N,NN,SAS,acc,K,KC,KCC,KCCD,KCCDK,C,CC,KCC,CKCC,CCKCC,ø,VC,CVV,VCC,VC,CVC,CVCC,1,0,2,1,2,3,1,0,2,1,1,2,0,1,0,0,1,1,1,2,1,1,1,1,2,1001,101,1101,1001,111,211,3,3,2,3,2,2,-1,KC,CD,KCC,KC,CKC,CKCC,,C,,,C,C,C,,CC,C,C,CC,K,D,K,K,K,K,1,1,2,1,0,2,T,6,prima
2,4,2,3,4,3,An,thro,po,mor,phis,mus,us,ø,N,A,SA,ø,K,KC,KCC,KCCC,KCCCL,C,KC,CKC,CCKC,KCCKC,noacc,VC,CCVV,CVV,CVC,CVC,CVC,1,1,0,2,2,2,1,0,0,1,1,1,0,2,1,1,1,1,1,2,2,1,1,1,1,1001,111,101,1011,201,1101,3,2,2,3,2,2,1,KC,CCL,CL,CKC,CKC,CKC,,CC,C,C,C,C,C,,,C,C,C,K,L,L,K,K,K,1,1,1,1,1,1,T,6,paenultima
2,2,2,2,2,3,an,ti,au,to,ri,t1r,1r,ø,A,A,AS,ø,K,KC,KCC,KCCL,KCCLD,C,LC,CLC,LCLC,CLCLC,ø,VC,CVV,VV,CVV,CVV,CVVC,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,2,2,2,2,2,1,1001,101,1,101,11,111,3,3,6,2,4,2,-1,KC,CL,D,CL,CL,CLC,,C,,C,C,C,C,,,,,C,K,L,D,L,L,L,1,1,1,1,1,1,F,6,ultima
2,2,2,2,3,2,An,ti,ba,by,pil,le,e,ø,N,NN,ø,ø,K,KC,KCC,KCCL,KCCLC,K,CK,KCK,CKCK,LCKCK,ø,VC,CVV,CVV,CVV,CVC,CV,1,0,0,0,2,1,1,0,0,0,1,0,0,1,1,1,1,1,1,2,2,2,1,1,2,1001,101,101,101,101,11,3,3,2,3,3,3,-1,KC,CL,CL,CL,CK,CK,,C,C,C,C,C,C,,,,,,K,L,L,L,K,K,1,1,1,1,1,0,T,6,undef
2,2,2,1,2,3,An,ti,bi,o,ti,kum,um,ø,N,R,SA,ø,K,KC,KCC,KCCL,KCCLC,C,KC,CKC,LCKC,CLCKC,ø,VC,CVV,CVV,VV,CVV,CVC,1,0,0,0,0,2,1,0,0,0,0,1,0,1,1,0,1,1,1,2,2,2,2,1,1,1001,101,101,1,101,1101,3,3,3,4,3,2,1,KC,CL,CL,L,CL,CKC,,C,C,,C,C,C,,,,,C,K,L,L,L,L,K,1,1,1,1,1,1,T,6,antepaenultima
2,2,2,2,3,5,an,ti,de,mo,kra,tisch,isch,ø,A,A,AS,ø,K,KC,KCC,KCCL,KCCLC,C,KC,CKC,LCKC,CLCKC,ø,VC,CVV,CVV,CVV,CCVV,CVC,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,1,2,1,1,2,2,2,2,1,1,1001,101,101,1001,111,201,3,3,2,3,3,2,-1,KC,CL,CL,CL,CCL,CKC,,C,C,C,CC,C,C,,,,,C,K,L,L,L,L,K,1,1,1,1,1,1,F,6,paenultima
2,2,3,4,2,4,An,ti,dum,ping,ge,setz,etz,ø,N,NN,ø,ø,K,KC,KCC,KCCL,KCCLC,A,KA,CKA,KCKA,CKCKA,ø,VC,CVV,CVC,CVC,CV,CVC,1,0,2,2,1,2,1,0,1,1,0,1,0,1,1,1,1,1,1,2,1,1,1,1,2,1001,101,1101,1101,101,201,3,3,2,2,2,2,-1,KC,CL,CKC,CKC,CK,CKA,,C,C,C,C,C,C,,C,C,,A,K,L,K,K,K,K,1,1,1,1,0,1,T,6,undef
2,2,2,2,3,5,an,ti,me,ta,phy,sisch,isch,ø,A,A,AS,ø,K,KC,KCC,KCCL,KCCLC,C,KC,CKC,LCKC,CLCKC,ø,VC,CVV,CVV,CVC,CVV,CVC,1,0,0,2,0,2,1,0,0,1,0,1,0,1,1,1,1,1,1,2,2,1,2,1,1,1001,101,1001,101,101,201,3,3,3,2,3,2,-1,KC,CL,CL,CK,CL,CKC,,C,C,C,C,C,C,,,,,C,K,L,L,K,L,K,1,1,1,1,1,1,F,6,paenultima
2,2,3,3,2,3,An,ti,neu,ral,gi,kum,um,ø,N,ø,ø,ø,K,KC,KCC,KCCL,KCCLC,C,KC,CKC,LCKC,CLCKC,ø,VC,CVV,CVV,CVC,CVV,CVC,1,0,0,2,0,2,1,0,0,1,0,1,0,1,1,1,1,1,1,2,2,1,2,1,0,1001,101,1001,21,101,1101,3,3,4,3,3,2,-1,KC,CL,CD,CKC,CL,CKC,,C,C,C,C,C,C,,,C,,C,K,L,D,K,L,K,1,1,1,1,1,1,T,6,antepaenultima
2,2,2,2,2,3,An,ti,py,re,ti,kum,um,ø,N,N,AS,ø,K,KC,KCC,KCCL,KCCLC,C,KC,CKC,LCKC,CLCKC,ø,VC,CVV,CVV,CVV,CVV,CVC,1,0,0,0,0,2,1,0,0,0,0,1,0,1,1,1,1,1,1,2,2,2,2,1,1,1001,101,101,11,101,1101,3,3,3,3,3,2,1,KC,CL,CL,CL,CL,CKC,,C,C,C,C,C,C,,,,,C,K,L,L,L,L,K,1,1,1,1,1,1,T,6,antepaenultima
