syl_len0,syl_len1,syl_len2,syl_len3,syl0,syl1,syl2,syl3,nk_suffix,praefix,basic_pos,comp_struct,sa_struct,prae_class,praefix1,praefix2,praefix3,praefix4,praefix5,suffix1,suffix2,suffix3,suffix4,suffix5,suff_class,rhyme0,rhyme1,rhyme2,rhyme3,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,koda_len0,koda_len1,koda_len2,koda_len3,onset_len0,onset_len1,onset_len2,onset_len3,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,comp_len,sonority0,sonority1,sonority2,sonority3,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_dir,syl_class0,syl_class1,syl_class2,syl_class3,onset_class0,onset_class1,onset_class2,onset_class3,koda_class0,koda_class1,koda_class2,koda_class3,nucleus_class0,nucleus_class1,nucleus_class2,nucleus_class3,syl_weight0,syl_weight1,syl_weight2,syl_weight3,nomen,sylcnt,stress_class
2,3,3,5,he,mis,ph1,risch,isch,ø,A,N,SA,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVC,CVV,CVC,0,2,0,2,0,1,0,1,1,1,1,1,2,1,2,1,1,101,1101,101,111,2,2,2,3,-1,CL,CKC,CL,CKC,C,C,C,C,?,C,?,C,L,K,L,K,1,1,1,1,F,4,paenultima
3,3,3,3,her,ein,fah,ren,en,ø,V,BV,SS,ø,C,CK,CKC,CKCD,CKCDC,C,KC,CKC,LCKC,CLCKC,ø,CVC,CVVC,CVV,CVC,2,1,0,2,1,1,0,1,1,1,1,1,1,2,2,1,2,101,1011,101,1011,2,3,3,3,1,CK,CDC,CL,CKC,C,C,C,C,?,C,?,C,K,D,L,K,1,1,1,0,F,4,antepaenultima
3,3,2,2,Vor,her,sa,ge,e,ø,N,F,S,ø,C,CL,CLC,CLCC,CLCCL,K,CK,LCK,CLCK,CCLCK,ø,CVVC,CVVC,CVV,CV,1,1,0,1,1,1,0,0,1,1,1,1,2,2,2,1,1,111,111,101,101,2,2,3,2,-1,CLC,CLC,CL,CK,C,C,C,C,C,C,?,?,L,L,L,K,1,1,1,0,T,4,antepaenultima
2,3,3,2,Ti,tel,rol,le,e,ø,N,NN,SS,ø,C,CL,CLC,CLCK,CLCKC,K,CK,KCK,CKCK,CCKCK,ø,CVV,CVC,CVC,CV,0,2,2,1,0,1,1,0,1,1,1,1,2,1,1,1,2,101,111,11,11,3,2,3,3,-1,CL,CKC,CK,CK,C,C,C,C,?,C,?,?,L,K,K,K,1,0,1,0,T,4,prima
2,2,4,4,Ru,he,stel,lung,ung,ø,N,NN,SS,ø,C,CL,CLK,CLKC,CLKCC,C,KC,CKC,KCKC,CKCKC,ø,CVV,V,CCVC,CVC,0,0,3,2,0,0,1,1,1,0,2,1,2,1,1,1,2,11,1,201,1011,4,4,2,3,1,CL,K,CCK,CKC,C,?,CC,C,?,?,?,C,L,K,K,K,1,0,1,1,T,4,prima
2,3,2,1,Ju,sti,ti,a,a,ø,N,N,S,ø,C,CK,CKC,CKCC,CKCCL,L,LL,ALL,LALL,CLALL,ø,CVC,CVV,CVV,VV,2,0,0,0,1,0,0,0,1,1,1,0,1,2,2,2,1,102,101,101,1,3,3,3,6,-1,CKC,CL,AL,L,C,C,A,?,C,?,?,?,K,L,L,L,1,1,1,1,T,4,antepaenultima
2,3,3,5,Ge,sel,len,brief,ief,ø,N,NN,SAS,ø,C,CK,CKC,CKCK,CKCKC,C,LC,CLC,CCLC,CCCLC,ø,CV,CVC,CVC,CCVVC,1,2,2,1,0,1,1,1,1,1,1,2,1,1,1,2,2,101,101,1011,211,2,2,3,2,1,CK,CK,CKC,CCLC,C,C,C,CC,?,?,C,C,K,K,K,L,0,1,0,1,T,4,antepaenultima
2,3,3,2,Ar,mes,l1n,ge,e,ø,N,NN,SAS,ø,K,KC,KCC,KCCK,KCCKC,K,CK,KCK,CKCK,CCKCK,ø,VC,CVC,CVC,CV,1,2,2,1,1,1,1,0,0,1,1,1,1,1,1,1,2,11,1101,11,1001,3,2,3,3,1,KC,CKC,CK,CK,?,C,C,C,C,C,?,?,K,K,K,K,1,0,1,0,T,4,prima
2,2,3,4,Mi,li,t1r,zeit,eit,ø,N,NN,SS,ø,C,CL,CLC,CLCL,CLCLC,C,DC,ADC,CADC,LCADC,ø,CVV,CVV,CVVC,CVVC,0,0,1,1,0,0,1,1,1,1,1,1,2,2,2,2,2,1001,11,111,201,3,4,2,2,-1,CL,CL,CLC,ADC,C,C,C,A,?,?,C,C,L,L,L,D,1,1,1,1,T,4,paenultima
2,2,3,3,Fa,ta,lis,mus,us,ø,N,A,SA,ø,C,CK,CKC,CKCL,CKCLC,C,KC,CKC,CCKC,KCCKC,noacc,CVC,CVV,CVC,CVC,2,0,2,2,1,0,1,1,1,1,1,1,1,2,1,1,1,101,101,111,1101,2,3,3,2,1,CK,CL,CKC,CKC,C,C,C,C,?,?,C,C,K,L,K,K,1,1,1,1,T,4,paenultima
3,3,3,3,pig,men,tie,ren,en,ø,V,N,SA,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,LCKC,CLCKC,ø,CVC,CCVC,CVV,CVC,2,3,0,2,1,1,0,1,1,2,1,1,1,1,2,1,1,101,2101,101,1011,3,2,3,3,1,CK,CCKC,CL,CKC,C,CC,C,C,?,C,?,C,K,K,L,K,1,1,1,0,F,4,paenultima
3,2,2,3,Zer,ti,fi,kat,at,ø,N,ø,ø,ø,A,AK,AKC,AKCC,AKCCL,C,LC,CLC,LCLC,CLCLC,ø,CVC,CVV,CVV,CVVC,2,0,0,1,1,0,0,1,1,1,1,1,1,2,2,2,0,111,101,101,201,2,3,3,2,1,AKC,CL,CL,CLC,A,C,C,C,C,?,?,C,K,L,L,L,1,1,1,1,T,4,ultima
2,3,2,3,ex,plo,ra,tiv,iv,ø,A,R,SA,ø,K,KC,KCC,KCCC,KCCCC,C,LC,CLC,KCLC,CKCLC,ø,VCC,CCVV,CVC,CVVC,2,1,2,1,2,0,1,1,0,2,1,1,1,2,1,2,1,201,111,11,201,2,2,3,2,-1,KCC,CCL,CK,CLC,?,CC,C,C,CC,?,?,C,K,L,K,L,2,1,1,1,F,4,ultima
3,3,3,3,Ba2,ern,1an,ger,er,ø,N,N,SA,ø,C,CD,CDK,CDKC,CDKCC,C,KC,CKC,KCKC,CKCKC,ø,CVV,VCC,CVC,CVC,0,2,2,2,0,2,1,1,1,0,1,1,2,1,1,1,1,101,1011,101,1011,3,3,2,3,1,CD,KCC,CK,CKC,C,?,C,C,?,CC,?,C,D,K,K,K,1,0,1,0,T,4,prima
4,2,2,1,Trat,to,ri,a,a,ø,N,ø,ø,ø,C,CC,CCK,CCKC,CCKCL,L,LL,CLL,LCLL,CLCLL,ø,CCVC,CVV,CVV,VV,3,0,0,0,1,0,0,0,2,1,1,0,1,2,2,2,0,111,101,11,1,2,2,4,6,-1,CCK,CL,CL,L,CC,C,C,?,?,?,?,?,K,L,L,L,1,1,1,1,T,4,paenultima
4,3,4,4,Wahl,ver,samm,lung,ung,ø,N,NN,SS,ø,C,CL,CLC,CLCC,CLCCK,C,KC,CKC,CCKC,KCCKC,ø,CVVC,CVC,CVC,CVC,1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,111,111,1101,1011,3,2,2,3,1,CLC,CKC,CKC,CKC,C,C,C,C,C,C,C,C,L,K,K,K,1,1,1,1,T,4,prima
2,3,2,2,im,pli,zi,te,e,ø,ADV,A,SA,ø,K,KC,KCC,KCCC,KCCCL,K,CK,LCK,ALCK,LALCK,ø,VC,CCVV,CVV,CV,1,1,0,1,1,0,0,0,0,2,1,1,1,2,2,1,1,1001,111,101,101,3,3,3,2,-1,KC,CCL,AL,CK,?,CC,A,C,C,?,?,?,K,L,L,K,1,1,1,0,F,4,antepaenultima
5,5,4,2,Sch3n,heits,pfle,ge,e,ø,N,NN,SAS,ø,C,CL,CLC,CLCC,CLCCD,K,CK,LCK,CLCK,ACLCK,ø,CVVC,CVVC,CCVV,CV,1,1,1,1,1,1,0,0,1,1,2,1,2,2,2,1,2,1101,201,111,101,2,2,2,2,-1,CLC,CDA,ACL,CK,C,C,AC,C,C,A,?,?,L,D,L,K,1,1,1,0,T,4,prima
2,2,4,4,un,ei,gent,lich,ich,ø,A,A,AS,ø,K,KC,KCD,KCDC,KCDCK,C,KC,CKC,CCKC,CCCKC,noacc,VC,VV,CVCC,CVC,1,0,3,2,1,0,2,1,0,0,1,1,1,2,1,1,1,1001,1,1201,111,3,6,2,3,-1,KC,D,CKCC,CKC,?,?,C,C,C,?,CC,C,K,D,K,K,1,1,0,1,F,4,prima
5,2,4,3,links,ge,rich,tet,et,ø,A,ø,SS,ø,C,CK,CKC,CKCC,CKCCC,C,KC,CKC,CCKC,KCCKC,ø,CVCCC,CV,CVC,CVC,4,1,2,2,3,0,1,1,1,1,1,1,1,1,1,1,2,1211,101,111,201,2,2,3,2,-1,CKCCC,CK,CKC,CKC,C,C,C,C,CCC,?,C,C,K,K,K,K,2,0,1,0,F,4,prima
5,2,2,1,Grenz,li,ni,e,e,ø,N,NN,SS,ø,C,CC,CCK,CCKC,CCKCA,K,LK,CLK,LCLK,CLCLK,ø,CCVCC,CVV,CVV,V,4,0,0,0,2,0,0,0,2,1,1,0,1,2,2,1,2,1211,11,1001,1,2,4,3,4,-1,CCKCA,CL,CL,K,CC,C,C,?,CA,?,?,?,K,L,L,K,2,1,1,0,T,4,prima
3,2,4,4,Mit,be,stim,mung,ung,mit,N,N,AS,acc,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,KCKC,CKCKC,ø,CVC,CV,CCVC,CVC,2,1,3,2,1,0,1,1,1,1,2,1,1,1,1,1,1,1101,101,201,2001,2,2,2,3,1,CKC,CK,CCK,CKC,C,C,CC,C,C,?,?,C,K,K,K,K,1,0,1,1,T,4,prima
2,4,3,4,Be,klom,men,heit,eit,be,N,A,SA,noacc,C,CK,CKC,CKCC,CKCCK,C,DC,CDC,CCDC,KCCDC,ø,CV,CCVC,CVC,CVVC,1,3,2,1,0,1,1,1,1,2,1,1,1,1,1,2,1,101,111,2001,201,2,2,2,2,1,CK,CCK,CKC,CDC,C,CC,C,C,?,?,C,C,K,K,K,D,0,1,0,1,T,4,antepaenultima
2,3,3,3,Lo,den,man,tel,el,ø,N,NN,SS,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,CCKC,KCCKC,ø,CVV,CVC,CVC,CVC,0,2,2,2,0,1,1,1,1,1,1,1,2,1,1,1,2,11,1101,2001,111,3,2,2,2,1,CL,CKC,CKC,CKC,C,C,C,C,?,C,C,C,L,K,K,K,1,0,1,0,T,4,prima
2,3,6,3,wi,der,stands,los,os,ø,A,N,SAA,ø,C,CL,CLC,CLCK,CLCKC,C,LC,CLC,ACLC,CACLC,ø,CVV,CVC,CCVCC,CVVC,0,2,4,1,0,1,2,1,1,1,2,1,2,1,1,2,1,101,111,1301,111,3,2,1,2,1,CL,CKC,CCKCA,CLC,C,C,CC,C,?,C,CA,C,L,K,K,L,1,0,2,1,F,4,prima
3,5,3,3,vor,w1rts,kom,men,en,vor,V,BV,SS,acc,C,CL,CLC,CLCC,CLCCK,C,KC,CKC,KCKC,CKCKC,ø,CVVC,CVCC,CVC,CVC,1,3,2,2,1,2,1,1,1,1,1,1,2,1,1,1,2,111,211,101,2001,2,2,2,2,1,CLC,CKCA,CK,CKC,C,C,C,C,C,CA,?,C,L,K,K,K,1,2,1,0,F,4,prima
4,2,2,3,prin,zi,pi,ell,ell,ø,A,N,SA,ø,C,CC,CCK,CCKC,CCKCA,C,KC,LKC,CLKC,LCLKC,ø,CCVC,CVV,CVV,VC,3,0,0,1,1,0,0,1,2,1,1,0,1,2,2,1,1,1111,101,101,11,2,3,3,3,-1,CCKC,AL,CL,KC,CC,A,C,?,C,?,?,C,K,L,L,K,1,1,1,1,F,4,ultima
2,4,3,4,Zy,pres,sen,holz,olz,ø,N,AN,SS,ø,A,AL,ALC,ALCC,ALCCK,A,CA,KCA,CKCA,CCKCA,ø,CVV,CCVC,CVC,CVCC,0,3,2,3,0,1,1,2,1,2,1,1,2,1,1,1,2,101,111,1101,211,3,2,2,2,1,AL,CCK,CKC,CKCA,A,CC,C,C,?,?,C,CA,L,K,K,K,1,1,0,2,T,4,antepaenultima
3,3,3,4,Se$,haf,tig,keit,eit,ø,N,A,SA,ø,C,CK,CKC,CKCC,CKCCK,C,DC,CDC,CCDC,KCCDC,ø,CVC,CVC,CVC,CVVC,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,201,201,201,201,2,2,2,2,0,CKC,CKC,CKC,CDC,C,C,C,C,C,C,C,C,K,K,K,D,1,1,1,1,T,4,prima
3,2,3,3,her,ge,lau,fen,en,ø,A,ø,SS,ø,C,CL,CLC,CLCC,CLCCK,C,KC,CKC,DCKC,CDCKC,ø,CVVC,CV,CVV,CVC,1,1,0,2,1,0,0,1,1,1,1,1,2,1,2,1,2,111,101,11,1101,2,2,4,2,1,CLC,CK,CD,CKC,C,C,C,C,C,?,?,C,L,K,D,K,1,0,1,0,F,4,prima
1,3,3,4,8,ber,zeu,gung,ung,ueber,N,V,SA,acc,L,LC,LCK,LCKC,LCKCA,C,KC,CKC,DCKC,ADCKC,ø,VV,CVC,CVV,CVC,0,2,0,2,0,1,0,1,0,1,1,1,2,1,2,1,1,1,111,101,1101,5,2,3,2,1,L,CKC,AD,CKC,?,C,A,C,?,C,?,C,L,K,D,K,1,0,1,1,T,4,paenultima
3,2,2,2,Cha,m1,le,on,on,ø,N,N,S,ø,C,CK,CKC,CKCL,CKCLC,C,KC,LKC,CLKC,LCLKC,ø,CVC,CVV,CVV,VC,2,0,0,1,1,0,0,1,1,1,1,0,1,2,2,1,1,101,1001,11,1001,2,3,3,3,1,CK,CL,CL,KC,C,C,C,?,?,?,?,C,K,L,L,K,1,1,1,1,T,4,antepaenultima
2,3,2,2,In,ten,si,on,on,ø,N,R,SA,ø,K,KC,KCC,KCCK,KCCKC,C,LC,LLC,CLLC,CCLLC,ø,VC,CVC,CVV,VVC,1,2,0,0,1,1,0,1,0,1,1,0,1,1,2,2,1,1001,1101,101,1001,3,2,3,3,-1,KC,CKC,CL,LC,?,C,C,?,C,C,?,C,K,K,L,L,1,1,1,1,T,4,ultima
4,4,3,4,Hals,star,rig,keit,eit,ø,N,A,SA,ø,C,CK,CKC,CKCC,CKCCC,C,DC,CDC,CCDC,KCCDC,ø,CVCC,CCVC,CVC,CVVC,3,3,2,1,2,1,1,1,1,2,1,1,1,1,1,2,1,211,201,111,201,2,2,3,2,-1,CKCC,CCK,CKC,CDC,C,CC,C,C,CC,?,C,C,K,K,K,D,2,1,1,1,T,4,prima
2,5,3,2,Ge,burts,hil,fe,e,ø,N,NN,SAS,ø,C,CK,CKC,CKCL,CKCLC,K,CK,CCK,KCCK,CKCCK,ø,CV,CVVCC,CVC,CV,1,1,2,1,0,2,1,0,1,1,1,1,1,2,1,1,2,101,211,111,101,2,2,3,2,-1,CK,CLCA,CKC,CK,C,C,C,C,?,CA,C,?,K,L,K,K,0,2,1,0,T,4,antepaenultima
2,4,3,3,zu,r2ck,las,sen,en,ø,V,BV,SS,ø,A,AL,ALC,ALCK,ALCKC,C,KC,CKC,KCKC,CKCKC,ø,CVV,CVC,CVC,CVC,0,2,2,2,0,1,1,1,1,1,1,1,2,1,1,1,2,101,111,11,1101,3,3,3,2,1,AL,CKC,CK,CKC,A,C,C,C,?,C,?,C,L,K,K,K,1,1,1,0,F,4,antepaenultima
3,5,3,4,Bil,dungs,pla,nung,ung,ø,N,NV,ø,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,LCKC,CLCKC,ø,CVC,CVCC,CCVV,CVC,2,3,1,2,1,2,0,1,1,1,2,1,1,1,2,1,2,111,1201,111,2001,3,2,3,3,1,CKC,CKCC,CCL,CKC,C,C,CC,C,C,CC,?,C,K,K,L,K,1,2,1,1,T,4,prima
4,2,3,4,Rast,lo,sig,keit,eit,ø,N,A,SA,ø,C,CK,CKC,CKCC,CKCCC,C,DC,CDC,CCDC,KCCDC,ø,CVCC,CVV,CVC,CVVC,3,0,2,1,2,0,1,1,1,1,1,1,1,2,1,2,1,211,11,201,201,2,3,2,2,1,CKCC,CL,CKC,CDC,C,C,C,C,CC,?,C,C,K,L,K,D,2,1,1,1,T,4,prima
2,4,2,2,Le,bens,la,ge,e,ø,N,NN,SAS,ø,C,CL,CLC,CLCK,CLCKC,K,CK,LCK,CLCK,CCLCK,ø,CVV,CVCC,CVV,CV,0,3,0,1,0,2,0,0,1,1,1,1,2,1,2,1,2,11,1201,11,101,3,2,4,2,-1,CL,CKCC,CL,CK,C,C,C,C,?,CC,?,?,L,K,L,K,1,0,1,0,T,4,prima
2,2,3,3,re,pe,tie,ren,en,ø,V,R,SA,ø,C,CL,CLC,CLCL,CLCLC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVV,CVV,CVC,0,0,0,2,0,0,0,1,1,1,1,1,2,2,2,1,1,11,101,101,1011,3,2,3,3,1,CL,CL,CL,CKC,C,C,C,C,?,?,?,C,L,L,L,K,1,1,1,0,F,4,paenultima
3,6,2,4,Ver,schn3r,ke,lung,ung,ver,N,V,SA,noacc,C,CK,CKC,CKCC,CKCCC,C,KC,CKC,KCKC,CKCKC,ø,CVC,CCVC,CV,CVC,2,3,1,2,1,1,0,1,1,2,1,1,1,1,1,1,1,111,1111,101,1011,2,2,2,3,1,CKC,CCKC,CK,CKC,C,CC,C,C,C,C,?,C,K,K,K,K,1,1,0,1,T,4,antepaenultima
2,8,6,3,Ge,schichts,schrei,ber,er,ø,N,NN,SAS,ø,C,CK,CKC,CKCK,CKCKC,C,KC,CKC,DCKC,CDCKC,ø,CV,CVCC,CCVV,CVC,1,3,1,2,0,2,0,1,1,1,2,1,1,1,2,1,2,101,301,111,111,2,2,3,2,-1,CK,CKCA,CCD,CKC,C,C,CC,C,?,CA,?,C,K,K,D,K,0,2,1,0,T,4,antepaenultima
3,2,3,3,G1n,se,bra,ten,en,ø,N,NN,SAS,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,LCKC,CLCKC,ø,CVC,CV,CCVV,CVC,2,1,1,2,1,0,0,1,1,1,2,1,1,1,2,1,2,1101,101,111,1101,2,2,3,2,1,CKC,CK,CCL,CKC,C,C,CC,C,C,?,?,C,K,K,L,K,1,0,1,0,T,4,prima
2,3,3,3,ab,ver,kau,fen,en,ab,V,V,AS,acc,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,DCKC,CDCKC,ø,VC,CVC,CVV,CVC,1,2,0,2,1,1,0,1,0,1,1,1,1,1,2,1,1,101,111,101,1101,2,2,3,2,1,KC,CKC,CD,CKC,?,C,C,C,C,C,?,C,K,K,D,K,1,1,1,0,F,4,prima
3,3,2,4,Fu$,wan,de,rung,ung,ø,N,NN,SS,ø,C,CL,CLC,CLCC,CLCCK,C,KC,CKC,KCKC,CKCKC,ø,CVVC,CVC,CV,CVC,1,2,1,2,1,1,0,1,1,1,1,1,2,1,1,1,2,201,1101,101,1011,2,2,2,3,1,CLC,CKC,CK,CKC,C,C,C,C,C,C,?,C,L,K,K,K,1,1,0,1,T,4,prima
3,2,2,3,Fri,vo,li,t1t,1t,ø,N,A,SA,ø,C,CC,CCL,CCLC,CCLCL,C,LC,CLC,LCLC,CLCLC,ø,CCVV,CVV,CVV,CVVC,1,0,0,1,0,0,0,1,2,1,1,1,2,2,2,2,1,111,101,11,201,3,2,4,2,1,CCL,CL,CL,CLC,CC,C,C,C,?,?,?,C,L,L,L,L,1,1,1,1,T,4,ultima
2,3,3,5,In,ven,tar,recht,echt,ø,N,NN,SS,ø,K,KC,KCC,KCCK,KCCKC,C,CC,KCC,CKCC,CCKCC,ø,VC,CVC,CVVC,CVCC,1,2,1,3,1,1,1,2,0,1,1,1,1,1,2,1,2,1001,1101,111,211,3,2,3,2,-1,KC,CKC,CLC,CKCC,?,C,C,C,C,C,C,CC,K,K,L,K,1,1,1,2,T,4,paenultima
3,3,2,4,Ver,dun,ke,lung,ung,ver,N,V,SA,noacc,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,KCKC,CKCKC,ø,CVC,CVC,CV,CVC,2,2,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,111,1101,101,1011,2,2,2,3,1,CKC,CKC,CK,CKC,C,C,C,C,C,C,?,C,K,K,K,K,1,1,0,1,T,4,antepaenultima
2,2,3,3,Ze,le,bri,t1t,1t,ø,N,R,SA,ø,A,AL,ALC,ALCL,ALCLC,C,LC,CLC,LCLC,CLCLC,ø,CVV,CVV,CCVV,CVVC,0,0,1,1,0,0,0,1,1,1,2,1,2,2,2,2,1,101,11,111,201,2,3,3,2,1,AL,CL,CCL,CLC,A,C,CC,C,?,?,?,C,L,L,L,L,1,1,1,1,T,4,ultima
5,3,2,3,Quack,sal,be,rei,ei,ø,N,N,SA,ø,C,CC,CCK,CCKC,CCKCC,D,CD,KCD,CKCD,CCKCD,acc,CCVC,CVC,CV,CVV,3,2,1,0,1,1,0,0,2,1,1,1,1,1,1,2,1,301,111,101,11,1,2,2,4,-1,CCKC,CKC,CK,CD,CC,C,C,C,C,C,?,?,K,K,K,D,1,1,0,1,T,4,ultima
2,2,3,2,Ne,on,r3h,re,e,ø,N,NN,SS,ø,C,CL,CLK,CLKC,CLKCC,K,CK,LCK,CLCK,CCLCK,ø,CVV,VC,CVV,CV,0,1,0,1,0,1,0,0,1,0,1,1,2,1,2,1,2,1001,1001,11,11,3,3,3,3,-1,CL,KC,CL,CK,C,?,C,C,?,C,?,?,L,K,L,K,1,1,1,0,T,4,prima
2,3,3,3,Ne,ben,buh,ler,er,ø,N,ø,SS,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVC,CVV,CVC,0,2,0,2,0,1,0,1,1,1,1,1,2,1,2,1,2,1001,1101,101,21,3,2,3,3,-1,CL,CKC,CL,CKC,C,C,C,C,?,C,?,C,L,K,L,K,1,0,1,0,T,4,prima
4,2,3,4,acht,zy,lin,drig,ig,ø,A,ø,SSA,ø,K,KC,KCC,KCCA,KCCAL,C,KC,CKC,CCKC,CCCKC,noacc,VCC,CVV,CVC,CCVC,2,0,2,3,2,0,1,1,0,1,1,2,1,2,1,1,2,201,101,1011,211,2,3,3,2,1,KCC,AL,CKC,CCKC,?,A,C,CC,CC,?,C,C,K,L,K,K,2,1,1,1,F,4,prima
3,3,2,3,vor,aus,sa,gen,en,vor,V,BV,SS,acc,C,CL,CLC,CLCD,CLCDC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVVC,CVV,CVC,0,1,0,2,0,1,0,1,1,1,1,1,2,2,2,1,2,101,111,101,1101,2,3,3,2,1,CL,CDC,CL,CKC,C,C,C,C,?,C,?,C,L,D,L,K,1,1,1,0,F,4,antepaenultima
4,3,3,2,Band,auf,nah,me,e,ø,N,NN,SS,ø,C,CK,CKC,CKCC,CKCCD,K,CK,LCK,CLCK,CCLCK,ø,CVCC,VVC,CVV,CV,3,0,0,1,2,1,0,0,1,0,1,1,1,2,2,1,2,1201,101,1001,1001,2,3,4,3,1,CKCC,DC,CL,CK,C,?,C,C,CC,C,?,?,K,D,L,K,2,1,1,0,T,4,prima
6,3,3,4,Schlag,fer,tig,keit,eit,ø,N,A,SA,ø,C,CC,CCL,CCLC,CCLCC,C,DC,CDC,CCDC,KCCDC,ø,CCVVC,CVC,CVC,CVVC,1,2,2,1,1,1,1,1,2,1,1,1,2,1,1,2,1,211,111,201,201,2,2,2,2,1,CCLC,CKC,CKC,CDC,CC,C,C,C,C,C,C,C,L,K,K,D,1,1,1,1,T,4,prima
2,4,3,3,Ab,f2hr,mit,tel,el,ab,N,VN,SS,acc,K,KC,KCC,KCCL,KCCLC,C,KC,CKC,KCKC,CKCKC,ø,VC,CVVC,CVC,CVC,1,1,2,2,1,1,1,1,0,1,1,1,1,2,1,1,2,101,111,1001,111,2,3,3,2,1,KC,CLC,CK,CKC,?,C,C,C,C,C,?,C,K,L,K,K,1,1,1,0,T,4,prima
2,2,3,2,H2,te,jun,ge,e,ø,N,VN,SAS,ø,C,CL,CLC,CLCK,CLCKC,K,CK,KCK,CKCK,KCKCK,ø,CVV,CV,CVC,CV,0,1,2,1,0,0,1,0,1,1,1,1,2,1,1,1,2,101,101,2,1001,3,2,4,3,1,CL,CK,CK,CK,C,C,C,C,?,?,?,?,L,K,K,K,1,0,1,0,T,4,prima
2,2,2,5,lu,zi,fe,risch,isch,ø,A,ø,ø,ø,C,CL,CLA,CLAL,CLALC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVV,CVV,CVC,0,0,0,2,0,0,0,1,1,1,1,1,2,2,2,1,0,11,101,101,111,4,3,2,3,1,CL,AL,CL,CKC,C,A,C,C,?,?,?,C,L,L,L,K,1,1,1,1,F,4,paenultima
5,2,2,3,Schin,to,is,mus,us,ø,N,N,SA,ø,C,CK,CKC,CKCC,CKCCL,C,KC,CKC,CCKC,KCCKC,noacc,CVC,CVV,VC,CVC,2,0,1,2,1,0,1,1,1,1,0,1,1,2,1,1,1,1101,101,101,1101,2,2,3,2,0,CKC,CL,KC,CKC,C,C,?,C,C,?,C,C,K,L,K,K,1,1,1,1,T,4,paenultima
1,4,3,3,A,bend,l1n,der,er,ø,N,N,SA,ø,L,LC,LCK,LCKC,LCKCC,C,KC,CKC,CCKC,KCCKC,ø,VV,CVCC,CVC,CVC,0,3,2,2,0,2,1,1,0,1,1,1,2,1,1,1,1,1,1201,1011,111,6,2,3,2,1,L,CKCC,CKC,CKC,?,C,C,C,?,CC,C,C,L,K,K,K,1,0,1,0,T,4,prima
3,3,4,3,See,len,frie,den,en,ø,N,NN,SAS,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVC,CCVV,CVC,0,2,1,2,0,1,0,1,1,1,2,1,2,1,2,1,2,101,1011,111,1101,2,3,3,2,1,CL,CKC,CCL,CKC,C,C,CC,C,?,C,?,C,L,K,L,K,1,0,1,0,T,4,prima
3,3,3,3,pur,pur,far,big,ig,ø,A,NA,SS,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,CCKC,KCCKC,noacc,CVC,CVC,CVC,CVC,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,111,111,111,201,3,3,2,2,1,CKC,CKC,CKC,CKC,C,C,C,C,C,C,C,C,K,K,K,K,1,1,1,1,F,4,prima
4,3,3,4,kotz,jam,mer,lich,ich,ø,A,ø,SS,ø,C,CK,CKA,CKAC,CKACK,C,KC,CKC,CCKC,KCCKC,noacc,CVC,CVC,CVC,CVC,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,201,2,1011,111,2,4,3,3,1,CKA,CK,CKC,CKC,C,C,C,C,A,?,C,C,K,K,K,K,1,1,0,1,F,4,multa
2,3,3,6,Wa,ren,aus,tausch,ausch,ø,N,NN,SAS,ø,C,CL,CLC,CLCK,CLCKC,C,DC,CDC,CCDC,DCCDC,ø,CVV,CVC,VVC,CVVC,0,2,0,1,0,1,1,1,1,1,0,1,2,1,2,2,2,101,1011,101,201,3,3,3,2,-1,CL,CKC,DC,CDC,C,C,?,C,?,C,C,C,L,K,D,D,1,0,1,1,T,4,prima
4,2,5,3,Tauf,be,kennt,nis,is,ø,N,NN,SS,ø,C,CD,CDC,CDCC,CDCCK,C,KC,CKC,CCKC,CCCKC,ø,CVVC,CV,CVCC,CVC,1,1,3,2,1,0,2,1,1,1,1,1,2,1,1,1,2,201,101,1201,1101,2,2,2,2,1,CDC,CK,CKCC,CKC,C,C,C,C,C,?,CC,C,D,K,K,K,1,0,2,1,T,4,prima
