syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,sonority0,sonority1,sonority2,sonority3,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_dir,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_open0,syl_open1,syl_open2,syl_open3,syl_phoncat0,syl_phoncat1,syl_phoncat2,syl_phoncat3,onset_phoncat0,onset_phoncat1,onset_phoncat2,onset_phoncat3,koda_phoncat0,koda_phoncat1,koda_phoncat2,koda_phoncat3,nucleus_phoncat0,nucleus_phoncat1,nucleus_phoncat2,nucleus_phoncat3,syl_len0,syl_len1,syl_len2,syl_len3,koda_len0,koda_len1,koda_len2,koda_len3,onset_len0,onset_len1,onset_len2,onset_len3,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,syl_cv0,syl_cv1,syl_cv2,syl_cv3,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,pos,comp_struct,nomen,comp_len,Word,stress_class
drig,ø,g,ig,rig,drig,ndrig,C,KC,CKC,CCKC,CCCKC,acht,ø,a,ac,ach,acht,achtz,K,KC,KCC,KCCA,KCCAL,8,9,15,14,2,4,5,3,2,heavy,light,light,light,c,o,c,c,KCC,AL,CKC,CCKC,,A,C,CC,CC,,C,C,K,L,K,K,4,2,3,4,2,0,1,1,0,1,1,2,1,2,1,1,VCC,CVV,CVC,CCVC,2,0,2,3,A,ø,F,2,achtzylindrig,prima
che,ø,e,he,che,eche,aeche,K,CK,KCK,CKCK,CCKCK,A,ø,A,Ac,Ack,Acke,Acker,K,KC,KCK,KCKC,KCKCC,6,11,11,7,6,3,3,3,0,light,schwa,light,schwa,c,c,c,o,K,CKC,CCK,CK,,C,CC,C,,C,,,K,K,K,K,1,4,3,3,1,1,1,0,0,1,2,1,1,1,1,1,VC,CVC,CCVC,CV,1,2,3,1,N,NN,T,2,Ackerflaeche,prima
rung,ø,g,ng,ung,rung,hrung,C,KC,CKC,LCKC,CLCKC,A,ø,A,Ac,Ack,Acke,Acker,K,KC,KCK,KCKC,KCKCC,6,11,13,15,6,3,6,5,3,light,schwa,light,light,c,c,o,c,K,CKC,CL,CKC,,C,C,C,,C,,C,K,K,L,K,1,4,3,4,1,1,0,1,0,1,1,1,1,1,2,1,VC,CVC,CVV,CVC,1,2,0,2,N,NN,T,2,Ackernahrung,prima
kind,ø,d,nd,ind,kind,vkind,C,CC,KCC,CKCC,CCKCC,A,ø,A,Ad,Ado,Adop,Adopt,K,KC,KCK,KCKC,KCKCC,6,8,10,13,6,2,3,3,2,light,light,light,heavy,c,c,c,c,K,CKC,CLC,CKCC,,C,C,C,,C,C,CC,K,K,L,K,1,3,3,4,1,1,1,2,0,1,1,1,1,1,2,1,VC,CVC,CVVC,CVCC,1,2,1,3,N,AN,T,2,Adoptivkind,paenultima
tag,ø,g,ag,tag,ntag,nntag,C,LC,CLC,CCLC,KCCLC,Ad,ø,A,Ad,Adv,Adve,Adven,K,KC,KCC,KCCK,KCCKC,7,11,10,12,3,2,3,4,1,light,heavy,light,light,c,c,c,c,KC,CKCA,CKC,CLC,,C,C,C,C,CA,C,C,K,K,K,L,2,5,4,3,1,2,1,1,0,1,1,1,1,1,1,2,VC,CVCC,CVC,CVVC,1,3,2,1,N,NN,T,2,Adventssonntag,antepaenultima
lung,ø,g,ng,ung,lung,dlung,C,KC,CKC,CCKC,CCCKC,Af,ø,A,Af,Aff,Affe,Affek,K,KC,KCK,KCKC,KCKCC,6,9,10,16,6,2,3,4,3,light,heavy,light,light,c,c,c,c,K,CKCC,CKC,CCKC,,C,C,CC,,CC,C,C,K,K,K,K,2,4,4,4,1,2,1,1,0,1,1,2,1,1,1,1,VC,CVCC,CVC,CCVC,1,3,2,3,N,NN,T,2,Affekthandlung,antepaenultima
baum,ø,m,um,aum,baum,tbaum,C,DC,CDC,CCDC,LCCDC,Af,ø,A,Af,Aff,Affe,Affen,K,KC,KCK,KCKC,KCKCC,6,10,12,14,6,3,3,4,2,light,schwa,light,light,c,c,c,c,K,CKC,CCLC,CDC,,C,CC,C,,C,C,C,K,K,L,D,2,3,4,4,1,1,1,1,0,1,2,1,1,1,2,2,VC,CVC,CCVVC,CVVC,1,2,1,1,N,NN,T,2,Affenbrotbaum,prima
be,ø,e,be,ebe,iebe,liebe,K,CK,LCK,CLCK,CCLCK,Af,ø,A,Af,Aff,Affe,Affen,K,KC,KCK,KCKC,KCKCC,6,10,12,7,6,3,6,3,0,light,schwa,light,schwa,c,c,o,o,K,CKC,CL,CK,,C,C,C,,C,,,K,K,L,K,2,3,3,2,1,1,0,0,0,1,1,1,1,1,2,1,VC,CVC,CVV,CV,1,2,0,1,N,NN,T,2,Affenliebe,prima
de,ø,e,de,nde,ande,hande,K,CK,CCK,KCCK,CKCCK,Af,ø,A,Af,Aff,Affe,Affen,K,KC,KCK,KCKC,KCKCC,6,10,10,7,6,3,3,3,0,light,schwa,light,schwa,c,c,c,o,K,CKC,CKC,CK,,C,C,C,,C,C,,K,K,K,K,2,3,5,2,1,1,1,0,0,1,1,1,1,1,1,1,VC,CVC,CVC,CV,1,2,2,1,N,NN,T,2,Affenschande,prima
der,ø,r,er,der,eder,leder,C,KC,CKC,LCKC,CLCKC,Af,ø,A,Af,Aft,Afte,After,K,KC,KCC,KCCK,KCCKC,7,11,10,11,3,3,5,3,1,light,schwa,light,schwa,c,c,o,c,KC,CKC,CL,CKC,,C,C,C,C,C,,C,K,K,L,K,2,3,2,3,1,1,0,1,0,1,1,1,1,1,2,1,VC,CVC,CVV,CVC,1,2,0,2,N,NN,T,2,Afterleder,prima
te,ø,e,te,ete,iete,miete,K,CK,LCK,CLCK,CCLCK,Af,ø,A,Af,Aft,Afte,After,K,KC,KCC,KCCK,KCCKC,7,11,11,7,3,3,5,3,0,light,schwa,light,schwa,c,c,o,o,KC,CKC,CL,CK,,C,C,C,C,C,,,K,K,L,K,2,3,3,2,1,1,0,0,0,1,1,1,1,1,2,1,VC,CVC,CVV,CV,1,2,0,1,N,NN,T,2,Aftermiete,prima
ter,ø,r,er,ter,eter,ieter,C,KC,CKC,LCKC,CLCKC,Af,ø,A,Af,Aft,Afte,After,K,KC,KCC,KCCK,KCCKC,7,11,11,11,3,3,5,3,1,light,schwa,light,schwa,c,c,o,c,KC,CKC,CL,CKC,,C,C,C,C,C,,C,K,K,L,K,2,3,3,3,1,1,0,1,0,1,1,1,1,1,2,1,VC,CVC,CVV,CVC,1,2,0,2,N,NV,T,2,Aftermieter,prima
form,ø,m,rm,orm,form,eform,C,CC,KCC,CKCC,LCKCC,A,ø,A,Ag,Agr,Agra,Agrar,K,KC,KCC,KCCL,KCCLC,6,19,10,14,6,4,5,3,1,light,light,light,heavy,c,c,o,c,K,CCLC,CL,CKCC,,CC,C,C,,C,,CC,K,L,L,K,1,4,2,4,1,1,0,2,0,2,1,1,1,2,2,1,VC,CCVVC,CVV,CVCC,1,1,0,3,N,ø,T,2,Agrarreform,ultima
he,ø,e,he,ihe,eihe,reihe,K,DK,CDK,CCDK,KCCDK,Ah,ø,A,Ah,Ahn,Ahne,Ahnen,L,LC,LCK,LCKC,LCKCC,10,12,14,6,10,4,7,6,-1,light,schwa,light,schwa,o,c,o,o,L,CKC,CD,K,,C,C,,,C,,,L,K,D,K,2,3,3,2,0,1,0,0,0,1,1,0,2,1,2,1,VV,CVC,CVV,V,0,2,0,0,N,NN,T,2,Ahnenreihe,prima
fel,ø,l,el,fel,afel,tafel,C,KC,CKC,LCKC,CLCKC,Ah,ø,A,Ah,Ahn,Ahne,Ahnen,L,LC,LCK,LCKC,LCKCC,10,12,11,11,10,4,5,3,0,light,schwa,light,schwa,o,c,o,c,L,CKC,CL,CKC,,C,C,C,,C,,C,L,K,L,K,2,3,2,3,0,1,0,1,0,1,1,1,2,1,2,1,VV,CVC,CVV,CVC,0,2,0,2,N,NN,T,2,Ahnentafel,prima
se,ø,e,se,ese,lese,nlese,K,CK,LCK,CLCK,CCLCK,9h,ø,A,Ae,Aeh,Aehr,Aehre,L,LC,LCK,LCKC,LCKCC,6,13,10,7,6,4,5,3,0,light,schwa,light,schwa,o,c,o,o,L,CKC,CL,CK,,C,C,C,,C,,,L,K,L,K,2,3,2,2,0,1,0,0,0,1,1,1,2,1,2,1,VV,CVC,CVV,CV,0,2,0,1,N,NV,T,2,Aehrenlese,prima
beit,ø,t,it,eit,beit,rbeit,C,DC,CDC,CCDC,KCCDC,Ak,ø,A,Ak,Akk,Akko,Akkor,K,KC,KCK,KCKC,KCKCC,6,12,10,12,6,3,5,4,1,light,heavy,light,light,c,c,c,c,K,CKCC,KC,CDC,,C,,C,,CC,C,C,K,K,K,D,2,4,2,4,1,2,1,1,0,1,0,1,1,1,1,2,VC,CVCC,VC,CVVC,1,3,1,1,N,NN,T,2,Akkordarbeit,antepaenultima
dig,ø,g,ig,dig,ndig,undig,C,KC,CKC,CCKC,KCCKC,ak,ø,a,ak,akt,akte,akten,K,KC,KCC,KCCK,KCCKC,7,10,12,10,3,3,4,3,1,light,schwa,light,light,c,c,c,c,KC,CKC,CKC,CKC,,C,C,C,C,C,C,C,K,K,K,K,2,3,3,3,1,1,1,1,0,1,1,1,1,1,1,1,VC,CVC,CVC,CVC,1,2,2,2,A,NA,F,2,aktenkundig,prima
sche,ø,e,he,che,sche,asche,K,CK,KCK,CKCK,CCKCK,Ak,ø,A,Ak,Akt,Akte,Akten,K,KC,KCC,KCCK,KCCKC,7,10,7,7,3,3,3,3,-1,light,schwa,light,schwa,c,c,c,o,KC,CKC,CK,CK,,C,C,C,C,C,,,K,K,K,K,2,3,2,4,1,1,1,0,0,1,1,1,1,1,1,1,VC,CVC,CVC,CV,1,2,2,1,N,NN,T,2,Aktentasche,prima
chen,chen,n,en,hen,chen,ichen,C,KC,CKC,DCKC,ADCKC,Ak,ø,A,Ak,Akt,Akte,Akten,K,KC,KCC,KCCK,KCCKC,7,10,11,10,3,3,5,3,1,light,schwa,light,schwa,c,c,o,c,KC,CKC,AD,CKC,,C,A,C,C,C,,C,K,K,D,K,2,3,3,4,1,1,0,1,0,1,1,1,1,1,2,1,VC,CVC,CVV,CVC,1,2,0,2,N,NN,T,2,Aktenzeichen,prima
kurs,ø,s,rs,urs,kurs,nkurs,C,CC,KCC,CKCC,CCKCC,Ak,ø,A,Ak,Akt,Akti,Aktie,K,KC,KCA,KCAL,KCALK,7,9,9,14,3,4,4,3,2,light,light,schwa,heavy,c,o,c,c,KC,AL,KC,CKCC,,A,,C,C,,C,CC,K,L,K,K,2,2,2,4,1,0,1,2,0,1,0,1,1,2,1,1,VC,CVV,VC,CVCC,1,0,1,3,N,NN,T,2,Aktienkurs,prima
art,ø,t,rt,art,sart,nsart,C,CC,LCC,CLCC,CCLCC,Ak,ø,A,Ak,Akt,Akti,Aktio,K,KC,KCA,KCAL,KCALL,7,9,10,15,3,4,3,5,2,light,light,heavy,heavy,c,o,c,c,KC,AL,LCC,LCC,,A,,,C,,CC,CC,K,L,L,L,2,2,3,3,1,0,2,2,0,1,0,0,1,2,2,2,VC,CVV,VVCC,VVCC,1,0,1,1,N,NN,T,2,Aktionsart,paenultima
ger,ø,r,er,ger,rger,erger,C,KC,CKC,CCKC,KCCKC,Ak,ø,A,Ak,Akt,Akti,Aktiv,K,KC,KCC,KCCL,KCCLC,7,10,13,11,3,3,4,3,1,light,light,light,schwa,c,c,c,c,KC,CLC,CKC,CKC,,C,C,C,C,C,C,C,K,L,K,K,2,3,3,3,1,1,1,1,0,1,1,1,1,2,1,1,VC,CVVC,CVC,CVC,1,1,2,2,N,AN,T,2,Aktivbuerger,antepaenultima
le,ø,e,le,hle,ohle,kohle,K,CK,LCK,CLCK,CCLCK,Ak,ø,A,Ak,Akt,Akti,Aktiv,K,KC,KCC,KCCL,KCCLC,7,10,7,10,3,3,3,5,0,light,light,light,schwa,c,c,o,o,KC,CLC,CL,CK,,C,C,C,C,C,,,K,L,L,K,2,3,3,2,1,1,0,0,0,1,1,1,1,2,2,1,VC,CVVC,CVV,CV,1,1,0,1,N,AN,T,2,Aktivkohle,antepaenultima
do,ø,o,do,ldo,aldo,saldo,L,CL,CCL,KCCL,CKCCL,Ak,ø,A,Ak,Akt,Akti,Aktiv,K,KC,KCC,KCCL,KCCLC,7,10,11,7,3,3,3,3,0,light,light,light,light,c,c,c,o,KC,CLC,CKC,CL,,C,C,C,C,C,C,,K,L,K,L,2,3,3,2,1,1,1,0,0,1,1,1,1,2,1,2,VC,CVVC,CVC,CVV,1,1,2,0,N,AN,T,2,Aktivsaldo,antepaenultima
druck,ø,k,ck,uck,ruck,druck,C,KC,CKC,CCKC,ACCKC,Ak,ø,A,Ak,Akz,Akzi,Akzid,K,KC,KCA,KCAL,KCALC,7,9,11,14,3,4,2,3,2,light,light,heavy,light,c,o,c,c,KC,AL,CKCA,CCKC,,A,C,CC,C,,CA,C,K,L,K,K,2,2,4,5,1,0,2,1,0,1,1,2,1,2,1,1,VC,CVV,CVCC,CCVC,1,0,3,3,N,NN,T,2,Akzidenzdruck,paenultima
reit,ø,t,it,eit,reit,ereit,C,DC,CDC,KCDC,CKCDC,a,ø,a,al,ala,alar,alarm,K,KC,KCK,KCKC,KCKCC,6,17,7,15,6,4,3,5,1,light,heavy,schwa,light,c,c,o,c,K,CKCC,CK,CDC,,C,C,C,,CC,,C,K,K,K,D,1,4,2,4,1,2,0,1,0,1,1,1,1,1,1,2,VC,CVCC,CV,CVVC,1,3,1,1,A,NA,F,2,alarmbereit,antepaenultima
r1t,ø,t,et,aet,raet,eraet,C,LC,CLC,KCLC,CKCLC,A,ø,A,Al,Ala,Alar,Alarm,K,KC,KCK,KCKC,KCKCC,6,17,7,11,6,4,3,3,0,light,heavy,schwa,light,c,c,o,c,K,CKCC,CK,CLC,,C,C,C,,CC,,C,K,K,K,L,1,4,2,3,1,2,0,1,0,1,1,1,1,1,1,2,VC,CVCC,CV,CVVC,1,3,1,1,N,NN,T,2,Alarmgeraet,antepaenultima
gnal,ø,l,al,nal,gnal,ignal,C,LC,CLC,CCLC,KCCLC,A,ø,A,Al,Ala,Alar,Alarm,K,KC,KCK,KCKC,KCKCC,6,17,9,18,6,4,4,4,2,light,heavy,light,light,c,c,c,c,K,CKCC,CK,CCLC,,C,C,CC,,CC,,C,K,K,K,L,1,4,2,4,1,2,1,1,0,1,1,2,1,1,1,2,VC,CVCC,CVC,CCVVC,1,3,2,1,N,NN,T,2,Alarmsignal,antepaenultima
arm,ø,m,rm,arm,larm,olarm,C,CC,KCC,CKCC,LCKCC,al,ø,a,al,alk,alko,alkoh,K,KC,KCC,KCCL,KCCLC,10,7,11,13,5,3,3,4,1,light,light,light,heavy,c,o,c,c,KC,CL,CLC,KCC,,C,C,,C,,C,CC,K,L,L,K,2,2,3,3,1,0,1,2,0,1,1,0,1,2,2,1,VC,CVV,CVVC,VCC,1,0,1,2,A,NA,F,2,alkoholarm,prima
lich,ø,h,ch,ich,lich,dlich,C,KC,CKC,CCKC,CCCKC,all,ø,a,al,all,alla,allab,K,KC,KCL,KCLC,KCLCK,10,10,11,13,5,10,2,4,1,light,light,schwa,light,c,o,c,c,KC,L,CKCC,CKC,,,C,C,C,,CC,C,K,L,K,K,3,1,4,4,1,0,2,1,0,0,1,1,1,2,1,1,VC,VV,CVCC,CVC,1,0,3,2,A,ø,F,2,allabendlich,antepaenultima
dig,ø,g,ig,dig,ndig,endig,C,KC,CKC,CCKC,KCCKC,all,ø,a,al,all,alle,alleb,K,KC,KCC,KCCL,KCCLC,10,10,10,10,5,5,3,3,0,light,light,light,light,c,o,c,c,KC,CL,CKC,CKC,,C,C,C,C,,C,C,K,L,K,K,3,2,3,3,1,0,1,1,0,1,1,1,1,2,1,1,VC,CVV,CVC,CVC,1,0,2,2,A,ø,F,2,allebendig,multa
ger,ø,r,er,ger,nger,enger,C,KC,CKC,KCKC,CKCKC,Al,ø,A,Al,All,Alle,Allei,K,KC,KCD,KCDC,KCDCC,6,17,7,13,6,5,3,4,1,light,light,light,schwa,c,c,c,c,K,CDC,CK,CKC,,C,C,C,,C,,C,K,D,K,K,2,4,3,3,1,1,1,1,0,1,1,1,1,2,1,1,VC,CVVC,CVC,CVC,1,1,2,2,N,AN,T,2,Alleingaenger,antepaenultima
schaft,schaft,t,ft,aft,haft,chaft,C,CC,KCC,CKCC,CCKCC,Al,ø,A,Al,All,Alle,Allei,K,KC,KCD,KCDC,KCDCC,6,17,11,9,6,5,3,2,0,light,light,light,heavy,c,c,c,c,K,CDC,CKC,CKCC,,C,C,C,,C,C,CC,K,D,K,K,2,4,4,6,1,1,1,2,0,1,1,1,1,2,1,1,VC,CVVC,CVC,CVCC,1,1,2,3,N,AN,T,2,Alleinherrschaft,antepaenultima
scher,ø,r,er,her,cher,scher,C,KC,CKC,CCKC,KCCKC,Al,ø,A,Al,All,Alle,Allei,K,KC,KCD,KCDC,KCDCC,6,17,11,11,6,5,3,3,1,light,light,light,schwa,c,c,c,c,K,CDC,CKC,CKC,,C,C,C,,C,C,C,K,D,K,K,2,4,4,5,1,1,1,1,0,1,1,1,1,2,1,1,VC,CVVC,CVC,CVC,1,1,2,2,N,AN,T,2,Alleinherrscher,antepaenultima
chen,chen,n,en,hen,chen,dchen,C,KC,CKC,CCKC,LCCKC,Al,ø,A,Al,All,Alle,Allei,K,KC,KCD,KCDC,KCDCC,6,17,10,10,6,5,3,3,0,light,light,light,schwa,c,c,c,c,K,CDC,CLC,CKC,,C,C,C,,C,C,C,K,D,L,K,2,4,3,4,1,1,1,1,0,1,1,1,1,2,2,1,VC,CVVC,CVVC,CVC,1,1,1,2,N,AN,T,2,Alleinmaedchen,antepaenultima
hen,ø,n,en,hen,ehen,tehen,C,KC,LKC,CLKC,CCLKC,al,ø,a,al,all,alle,allei,K,KC,KCD,KCDC,KCDCC,6,17,8,9,6,5,2,4,0,light,light,light,schwa,c,c,o,c,K,CDC,CCL,KC,,C,CC,,,C,,C,K,D,L,K,2,4,3,3,1,1,0,1,0,1,2,0,1,2,2,1,VC,CVVC,CCVV,VC,1,1,1,1,V,AV,F,2,alleinstehen,antepaenultima
hend,ø,d,nd,end,hend,ehend,C,CC,KCC,LKCC,CLKCC,al,ø,a,al,all,alle,allei,K,KC,KCD,KCDC,KCDCC,6,17,8,10,6,5,2,3,0,light,light,light,schwa,c,c,o,c,K,CDC,CCL,KCC,,C,CC,,,C,,CC,K,D,L,K,2,4,3,4,1,1,0,2,0,1,2,0,1,2,2,1,VC,CVVC,CCVV,VCC,1,1,1,2,A,ø,F,2,alleinstehend,antepaenultima
trieb,ø,b,eb,ieb,rieb,trieb,C,LC,CLC,CCLC,CCCLC,Al,ø,A,Al,All,Alle,Allei,K,KC,KCD,KCDC,KCDCC,6,17,11,14,6,5,3,3,1,light,light,light,light,c,c,c,c,K,CDC,CKC,CCLC,,C,C,CC,,C,C,C,K,D,K,L,2,4,3,5,1,1,1,1,0,1,1,2,1,2,1,2,VC,CVVC,CVC,CCVVC,1,1,2,1,N,AN,T,2,Alleinvertrieb,antepaenultima
mer,ø,r,er,mer,rmer,armer,C,KC,CKC,CCKC,KCCKC,Al,ø,A,Al,All,Alle,Aller,K,KC,KCK,KCKC,KCKCC,10,10,11,13,5,5,3,4,1,light,light,light,schwa,c,c,c,c,KC,KC,CKC,CKC,,,C,C,C,C,C,C,K,K,K,K,2,3,3,3,1,1,1,1,0,0,1,1,1,1,1,1,VC,VC,CVC,CVC,1,1,2,2,N,ø,T,2,Allerbarmer,multa
den,ø,n,en,den,nden,enden,C,KC,CKC,CCKC,KCCKC,al,ø,a,al,all,alle,aller,K,KC,KCK,KCKC,KCKCK,6,14,9,10,6,4,4,3,0,light,schwa,light,schwa,c,c,c,c,K,CKC,KC,CKC,,C,,C,,C,C,C,K,K,K,K,2,3,2,3,1,1,1,1,0,1,0,1,1,1,1,1,VC,CVC,VC,CVC,1,2,1,2,ADV,ø,F,2,allerenden,multa
stens,ø,s,ns,ens,tens,stens,C,CC,KCC,CKCC,CCKCC,al,ø,a,al,all,alle,aller,K,KC,KCK,KCKC,KCKCC,6,14,8,12,6,4,2,2,1,light,schwa,light,schwa,c,c,c,c,K,CKC,CLC,CCKCC,,C,C,CC,,C,C,CC,K,K,L,K,2,3,4,5,1,1,1,2,0,1,1,2,1,1,2,1,VC,CVC,CVVC,CCVCC,1,2,1,4,ADV,ø,F,2,allerhoechstens,multa
ten,ø,n,en,ten,rten,orten,C,KC,CKC,CCKC,KCCKC,al,ø,a,al,all,alle,aller,K,KC,KCK,KCKC,KCKCK,6,14,10,10,6,4,5,3,0,light,schwa,light,schwa,c,c,c,c,K,CKC,KC,CKC,,C,,C,,C,C,C,K,K,K,K,2,3,2,3,1,1,1,1,0,1,0,1,1,1,1,1,VC,CVC,VC,CVC,1,2,1,2,ADV,ø,F,2,allerorten,multa
gen,ø,n,en,gen,egen,wegen,C,KC,CKC,LCKC,CLCKC,al,ø,a,al,all,alle,aller,K,KC,KCK,KCKC,KCKCC,6,14,7,10,6,4,3,3,0,light,schwa,light,schwa,c,c,o,c,K,CKC,CL,CKC,,C,C,C,,C,,C,K,K,L,K,2,3,2,3,1,1,0,1,0,1,1,1,1,1,2,1,VC,CVC,CVV,CVC,1,2,0,2,ADV,ø,F,2,allerwegen,multa
wort,ø,t,rt,ort,wort,swort,C,CC,KCC,CKCC,ACKCC,Al,ø,A,Al,All,Alle,Aller,K,KC,KCK,KCKC,KCKCC,6,14,12,12,6,4,3,3,1,light,schwa,heavy,heavy,c,c,c,c,K,CKC,CKCA,CKCC,,C,C,C,,C,CA,CC,K,K,K,K,2,3,5,4,1,1,2,2,0,1,1,1,1,1,1,1,VC,CVC,CVCC,CVCC,1,2,3,3,N,ø,T,2,Allerweltswort,multa
ser,ø,r,er,ser,sser,esser,C,KC,CKC,KCKC,CKCKC,Al,ø,A,Al,All,Alle,Alles,K,KC,KCK,KCKC,KCKCC,6,11,11,11,6,3,3,3,1,light,schwa,light,schwa,c,c,c,c,K,CKC,CCK,CKC,,C,CC,C,,C,,C,K,K,K,K,2,3,4,3,1,1,1,1,0,1,2,1,1,1,1,1,VC,CVC,CCVC,CVC,1,2,3,2,N,ø,T,2,Allesfresser,multa
ber,ø,r,er,ber,eber,leber,C,KC,CKC,LCKC,CLCKC,Al,ø,A,Al,All,Alle,Alles,K,KC,KCK,KCKC,KCKCC,6,11,11,11,6,3,3,3,1,light,schwa,light,schwa,c,c,o,c,K,CKC,CCL,CKC,,C,CC,C,,C,,C,K,K,L,K,2,3,3,3,1,1,0,1,0,1,2,1,1,1,2,1,VC,CVC,CCVV,CVC,1,2,1,2,N,ø,T,2,Alleskleber,prima
ge,ø,e,ge,ege,wege,ewege,K,CK,LCK,CLCK,KCLCK,al,ø,a,al,all,alle,allew,K,KC,KCK,KCKC,KCKCL,6,10,7,7,6,5,3,3,0,light,schwa,light,schwa,c,o,o,o,K,CK,CL,CK,,C,C,C,,,,,K,K,L,K,2,2,2,2,1,0,0,0,0,1,1,1,1,1,2,1,VC,CV,CVV,CV,1,1,0,1,ADV,ø,F,2,allewege,multa
wart,ø,t,rt,art,wart,nwart,C,CC,KCC,CKCC,CCKCC,All,ø,A,Al,All,Allg,Allge,K,KC,KCC,KCCL,KCCLC,10,7,10,12,5,3,3,3,1,light,light,schwa,heavy,c,o,c,c,KC,CL,CKC,CKCC,,C,C,C,C,,C,CC,K,L,K,K,3,2,3,4,1,0,1,2,0,1,1,1,1,2,1,1,VC,CVV,CVC,CVCC,1,0,2,3,N,ø,T,2,Allgegenwart,antepaenultima
gut,ø,t,ut,gut,ngut,ingut,C,LC,CLC,CCLC,DCCLC,All,ø,A,Al,All,Allg,Allge,K,KC,KCC,KCCK,KCCKC,10,7,16,10,5,3,5,3,1,light,schwa,light,light,c,o,c,c,KC,CK,CDC,CLC,,C,C,C,C,,C,C,K,K,D,L,3,2,4,3,1,0,1,1,0,1,1,1,1,1,2,2,VC,CV,CVVC,CVVC,1,1,1,1,N,AN,T,2,Allgemeingut,multa
wohl,ø,l,hl,ohl,wohl,nwohl,C,LC,CLC,CCLC,DCCLC,All,ø,A,Al,All,Allg,Allge,K,KC,KCC,KCCK,KCCKC,10,7,16,11,5,3,5,3,1,light,schwa,light,light,c,o,c,c,KC,CK,CDC,CLC,,C,C,C,C,,C,C,K,K,D,L,3,2,4,4,1,0,1,1,0,1,1,1,1,1,2,2,VC,CV,CVVC,CVVC,1,1,1,1,N,AN,T,2,Allgemeinwohl,multa
tel,ø,l,el,tel,ttel,ittel,C,KC,CKC,KCKC,CKCKC,All,ø,A,Al,All,Allh,Allhe,K,KC,KCC,KCCD,KCCDC,10,15,11,11,5,5,5,3,0,light,light,light,schwa,c,c,c,c,KC,CDC,CK,CKC,,C,C,C,C,C,,C,K,D,K,K,3,4,3,3,1,1,1,1,0,1,1,1,1,2,1,1,VC,CVVC,CVC,CVC,1,1,2,2,N,ø,T,2,Allheilmittel,multa
lich,ø,h,ch,ich,lich,tlich,C,KC,CKC,CCKC,KCCKC,all,ø,a,al,all,allm,allmo,K,KC,KCC,KCCL,KCCLC,10,9,10,13,5,4,3,4,1,light,light,light,light,c,o,c,c,KC,CL,CKC,CKC,,C,C,C,C,,C,C,K,L,K,K,3,2,3,4,1,0,1,1,0,1,1,1,1,2,1,1,VC,CVV,CVC,CVC,1,0,2,2,A,ø,F,2,allmonatlich,multa
trieb,ø,b,eb,ieb,rieb,trieb,C,LC,CLC,CCLC,CCCLC,All,ø,A,Al,All,Allr,Allra,K,KC,KCC,KCCL,KCCLC,10,15,9,14,5,5,4,3,0,light,light,light,light,c,c,c,c,KC,CLC,KC,CCLC,,C,,CC,C,C,C,C,K,L,K,L,3,3,2,5,1,1,1,1,0,1,0,2,1,2,1,2,VC,CVVC,VC,CCVVC,1,1,1,1,N,ø,T,2,Allradantrieb,prima
r1t,ø,t,et,aet,raet,eraet,C,LC,CLC,KCLC,CKCLC,All,ø,A,Al,All,Alls,Allst,K,KC,KCC,KCCC,KCCCC,10,15,7,11,5,3,3,3,-1,light,light,schwa,light,c,c,o,c,KC,CCCLC,CK,CLC,,CCC,C,C,C,C,,C,K,L,K,L,3,5,2,3,1,1,0,1,0,3,1,1,1,2,1,2,VC,CCCVVC,CV,CVVC,1,2,1,1,N,NN,T,2,Allstromgeraet,prima
che,ø,e,he,che,ache,rache,K,CK,LCK,CLCK,CCLCK,All,ø,A,Al,All,Allt,Allta,K,KC,KCC,KCCL,KCCLC,10,13,16,7,5,3,4,3,-1,light,heavy,light,schwa,c,c,o,o,KC,CLCC,CCCL,CK,,C,CCC,C,C,CC,,,K,L,L,K,3,4,4,3,1,2,0,0,0,1,3,1,1,2,2,1,VC,CVVCC,CCCVV,CV,1,1,1,1,N,NN,T,2,Alltagssprache,prima
all,ø,l,ll,all,rall,erall,C,KC,CKC,KCKC,CKCKC,all,ø,a,al,all,allu,allue,K,KC,KCL,KCLC,KCLCK,10,8,11,10,5,8,3,5,0,light,light,schwa,light,c,o,c,c,KC,L,CKC,KC,,,C,,C,,C,C,K,L,K,K,3,1,3,3,1,0,1,1,0,0,1,0,1,2,1,1,VC,VV,CVC,VC,1,0,2,1,ADV,ø,F,2,allueberall,multa
