syl_len0,syl_len1,syl0,syl1,nk_suffix,praefix,basic_pos,comp_struct,sa_struct,prae_class,praefix1,praefix2,praefix3,praefix4,praefix5,suffix1,suffix2,suffix3,suffix4,suffix5,suff_class,rhyme0,rhyme1,cv_ratio0,cv_ratio1,koda_len0,koda_len1,onset_len0,onset_len1,nucleus_len0,nucleus_len1,comp_len,sonority0,sonority1,sonority_ratio0,sonority_ratio1,sonority_dir,syl_class0,syl_class1,onset_class0,onset_class1,koda_class0,koda_class1,nucleus_class0,nucleus_class1,syl_weight0,syl_weight1,nomen,sylcnt,stress_class
2,4,un,wert,ert,ø,A,A,AS,ø,K,KC,KCC,KCCL,KCCLC,C,CC,LCC,CLCC,CCLCC,ø,VC,CVVCC,1,1,1,2,0,1,1,2,1,1001,211,3,2,-1,KC,CLCC,?,C,C,CC,K,L,1,2,F,2,paenultima
4,5,Klee,blatt,att,ø,N,NN,SS,ø,C,CC,CCL,CCLC,CCLCC,C,KC,CKC,CCKC,LCCKC,ø,CCVV,CCVC,1,3,0,1,2,2,2,1,2,111,211,2,2,1,CCL,CCKC,CC,CC,?,C,L,K,1,1,T,2,paenultima
4,4,Z1pf,chen,en,ø,N,N,SA,ø,A,AK,AKA,AKAC,AKACK,C,KC,CKC,ACKC,KACKC,ø,CVC,CVC,2,2,1,1,1,1,1,1,1,201,1101,2,2,1,AKA,CKC,A,C,A,C,K,K,1,0,T,2,paenultima
2,4,Ni,veau,eau,ø,N,ø,ø,ø,C,CL,CLC,CLCL,ø,L,CL,LCL,CLCL,ø,ø,CVV,CVV,0,0,0,0,1,1,2,2,0,1001,101,3,2,-1,CL,CL,C,C,?,?,L,L,1,1,T,2,ultima
4,4,S1tz,chen,en,ø,N,N,SA,ø,C,CK,CKA,CKAC,CKACK,C,KC,CKC,ACKC,KACKC,ø,CVC,CVC,2,2,1,1,1,1,1,1,1,201,1101,2,2,1,CKA,CKC,C,C,A,C,K,K,1,0,T,2,paenultima
2,4,Ko,pist,ist,ø,N,N,SA,ø,C,CL,CLC,CLCK,CLCKC,C,CC,KCC,CKCC,LCKCC,acc,CVV,CVCC,0,3,0,2,1,1,2,1,1,101,301,2,2,1,CL,CKCC,C,C,?,CC,L,K,1,2,T,2,ultima
5,2,Schin,to,o,ø,N,ø,ø,ø,C,CK,CKC,CKCC,CKCCL,L,CL,CCL,KCCL,CKCCL,ø,CVC,CVV,2,0,1,0,1,1,1,2,0,1101,101,2,2,-1,CKC,CL,C,C,C,?,K,L,1,1,T,2,paenultima
3,4,ham,peln,eln,ø,V,V,S,ø,C,CK,CKC,CKCC,CKCCK,C,CC,KCC,CKCC,CCKCC,ø,CVC,CVCC,2,3,1,2,1,1,1,1,1,1101,1111,2,2,1,CKC,CKCC,C,C,C,CC,K,K,1,0,F,2,paenultima
3,4,Vor,tuch,uch,vor,N,ø,SS,acc,C,CL,CLC,CLCC,CLCCL,C,LC,CLC,CCLC,LCCLC,ø,CVVC,CVVC,1,1,1,1,1,1,2,2,2,111,201,2,2,1,CLC,CLC,C,C,C,C,L,L,1,1,T,2,paenultima
5,5,Kunst,griff,iff,ø,N,NN,SS,ø,C,CK,CKC,CKCC,CKCCC,C,KC,CKC,CCKC,CCCKC,ø,CVCCC,CCVC,4,3,3,1,1,2,1,1,2,1301,211,2,2,-1,CKCCC,CCKC,C,CC,CCC,C,K,K,2,1,T,2,paenultima
3,2,Pro,fi,i,ø,N,ø,ø,ø,C,CC,CCL,CCLC,CCLCL,L,CL,LCL,CLCL,CCLCL,ø,CCVV,CVV,1,0,0,0,2,1,2,2,0,111,101,2,3,-1,CCL,CL,CC,C,?,?,L,L,1,1,T,2,paenultima
3,3,Gie,bel,el,ø,N,N,S,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVC,0,2,0,1,1,1,2,1,1,101,111,3,2,1,CL,CKC,C,C,?,C,L,K,1,0,T,2,paenultima
2,4,Fo,rint,int,ø,N,N,S,ø,C,CL,CLC,CLCK,CLCKC,C,CC,KCC,CKCC,LCKCC,ø,CVV,CVCC,0,3,0,2,1,1,2,1,1,101,1111,2,2,1,CL,CKCC,C,C,?,CC,L,K,1,2,T,2,paenultima
3,4,Bri,kett,ett,ø,N,ø,ø,ø,C,CC,CCL,CCLC,CCLCK,C,KC,CKC,LCKC,CLCKC,ø,CCVV,CVC,1,2,0,1,2,1,2,1,0,111,201,3,2,1,CCL,CKC,CC,C,?,C,L,K,1,1,T,2,ultima
3,4,sie,chen,en,ø,V,A,S,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVC,0,2,0,1,1,1,2,1,1,101,1101,3,2,1,CL,CKC,C,C,?,C,L,K,1,0,F,2,paenultima
5,2,Sprei,ze,e,ø,N,V,SA,ø,C,CC,CCC,CCCD,CCCDA,K,AK,DAK,CDAK,CCDAK,ø,CCCVV,CV,1,1,0,0,3,1,2,1,1,211,101,2,2,-1,CCCD,AK,CCC,A,?,?,D,K,1,0,T,2,paenultima
4,4,mehr,mals,als,ø,ADV,ø,SSA,ø,C,CL,CLC,CLCC,CLCCL,C,CC,LCC,CLCC,CCLCC,ø,CVVC,CVVCC,1,1,1,2,1,1,2,2,2,1011,1111,3,3,1,CLC,CLCC,C,C,C,CC,L,L,1,2,F,2,paenultima
5,4,Fleck,chen,en,ø,N,N,SA,ø,C,CC,CCK,CCKC,CCKCC,C,KC,CKC,CCKC,KCCKC,ø,CCVC,CVC,3,2,1,1,2,1,1,1,1,211,1101,2,2,1,CCKC,CKC,CC,C,C,C,K,K,1,0,T,2,paenultima
5,4,zweck,voll,oll,ø,A,NA,SS,ø,A,AC,ACK,ACKC,ACKCC,C,KC,CKC,CCKC,KCCKC,ø,CCVC,CVC,3,2,1,1,2,1,1,1,2,301,111,1,2,-1,ACKC,CKC,AC,C,C,C,K,K,1,1,F,2,paenultima
2,4,We,sten,en,ø,N,N,SA,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,CCKC,KCCKC,ø,CVC,CVC,2,2,1,1,1,1,1,1,1,201,1101,2,2,1,CKC,CKC,C,C,C,C,K,K,1,0,T,2,paenultima
3,2,H1r,te,e,ø,N,A,SA,ø,C,CK,CKC,CKCC,CKCCK,K,CK,CCK,KCCK,CKCCK,ø,CVC,CV,2,1,1,0,1,1,1,1,1,111,101,2,2,-1,CKC,CK,C,C,C,?,K,K,1,0,T,2,paenultima
3,3,Jar,gon,on,ø,N,N,S,ø,C,CK,CKC,CKCC,CKCCN,N,CN,CCN,KCCN,CKCCN,ø,CVC,CVV,2,0,1,0,1,1,1,2,1,111,101,2,3,-1,CKC,CN,C,C,C,?,K,N,1,1,T,2,ultima
5,3,Schaf,fer,er,ø,N,V,SA,ø,C,CK,CKC,CKCK,CKCKC,C,KC,CKC,KCKC,CKCKC,ø,CVC,CVC,2,2,1,1,1,1,1,1,1,101,111,2,2,1,CK,CKC,C,C,?,C,K,K,1,0,T,2,paenultima
3,5,Sau,stall,all,ø,N,NN,SS,ø,C,CD,CDC,CDCC,CDCCK,C,KC,CKC,CCKC,DCCKC,ø,CVV,CCVC,0,3,0,1,1,2,2,1,2,101,211,3,2,1,CD,CCKC,C,CC,?,C,D,K,1,1,T,2,paenultima
2,3,r2,gen,en,ø,V,V,S,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVC,0,2,0,1,1,1,2,1,1,11,1101,4,2,1,CL,CKC,C,C,?,C,L,K,1,0,F,2,paenultima
5,2,Schwe,re,e,ø,N,A,SA,ø,C,CC,CCL,CCLC,CCLCK,K,CK,LCK,CLCK,CCLCK,ø,CCVV,CV,1,1,0,0,2,1,2,1,1,201,11,2,3,-1,CCL,CK,CC,C,?,?,L,K,1,0,T,2,paenultima
3,2,Pos,se,e,ø,N,N,S,ø,C,CK,CKC,CKCK,ø,K,CK,KCK,CKCK,ø,ø,CVC,CV,2,1,1,0,1,1,1,1,1,101,101,2,2,0,CK,CK,C,C,?,?,K,K,1,0,T,2,paenultima
4,4,Reis,korn,orn,ø,N,NN,SS,ø,C,CD,CDC,CDCC,CDCCK,C,CC,KCC,CKCC,CCKCC,ø,CVVC,CVCC,1,3,1,2,1,1,2,1,2,111,1111,3,2,1,CDC,CKCC,C,C,C,CC,D,K,1,2,T,2,paenultima
3,3,flu,ten,en,ø,V,N,S,ø,C,CC,CCL,CCLC,CCLCK,C,KC,CKC,LCKC,CLCKC,ø,CCVV,CVC,1,2,0,1,2,1,2,1,1,111,1101,3,2,1,CCL,CKC,CC,C,?,C,L,K,1,0,F,2,paenultima
7,5,Schlitt,schuh,uh,ø,N,VN,SS,ø,C,CC,CCK,CCKC,CCKCC,L,CL,CCL,KCCL,CKCCL,ø,CCVC,CVV,3,0,1,0,2,1,1,2,2,211,101,2,3,-1,CCKC,CL,CC,C,C,?,K,L,1,1,T,2,paenultima
7,4,Schwemm,sand,and,ø,N,VN,SS,ø,C,CC,CCK,CCKC,CCKCC,C,CC,KCC,CKCC,CCKCC,ø,CCVC,CVCC,3,3,1,2,2,1,1,1,2,1201,1201,2,2,0,CCKC,CKCC,CC,C,C,CC,K,K,1,2,T,2,paenultima
4,4,Feig,heit,eit,ø,N,A,SA,ø,C,CD,CDC,CDCC,CDCCD,C,DC,CDC,CCDC,DCCDC,ø,CVVC,CVVC,1,1,1,1,1,1,2,2,1,201,201,2,2,0,CDC,CDC,C,C,C,C,D,D,1,1,T,2,paenultima
2,4,fa,beln,eln,ø,V,N,S,ø,C,CL,CLC,CLCK,CLCKC,C,CC,KCC,CKCC,LCKCC,ø,CVV,CVCC,0,3,0,2,1,1,2,1,1,101,1111,3,2,1,CL,CKCC,C,C,?,CC,L,K,1,0,F,2,paenultima
3,4,S2$,wein,ein,ø,N,AN,SS,ø,C,CL,CLC,CLCC,CLCCD,C,DC,CDC,CCDC,LCCDC,ø,CVVC,CVVC,1,1,1,1,1,1,2,2,2,201,1101,2,3,1,CLC,CDC,C,C,C,C,L,D,1,1,T,2,paenultima
3,2,Cel,lo,o,ø,N,N,S,ø,A,AK,AKC,AKCL,ø,L,CL,KCL,AKCL,ø,ø,CVC,CVV,2,0,1,0,1,1,1,2,1,101,11,2,3,-1,AK,CL,A,C,?,?,K,L,1,1,T,2,paenultima
3,3,Tem,pel,el,ø,N,ø,ø,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,CCKC,KCCKC,ø,CVC,CVC,2,2,1,1,1,1,1,1,0,1101,111,2,2,-1,CKC,CKC,C,C,C,C,K,K,1,0,T,2,paenultima
3,4,Per,fekt,ekt,ø,N,N,S,ø,C,CK,CKC,CKCC,CKCCK,C,CC,KCC,CKCC,CCKCC,ø,CVC,CVCC,2,3,1,2,1,1,1,1,1,111,301,2,1,1,CKC,CKCC,C,C,C,CC,K,K,1,2,T,2,paenultima
3,3,Kon,tra,a,ø,N,ø,S,ø,C,CK,CKC,CKCC,CKCCC,L,CL,CCL,CCCL,KCCCL,ø,CVC,CCVV,2,1,1,0,1,2,1,2,1,1101,111,2,3,-1,CKC,CCL,C,CC,C,?,K,L,1,1,T,2,paenultima
3,4,tem,peln,eln,ø,V,V,S,ø,C,CK,CKC,CKCC,CKCCK,C,CC,KCC,CKCC,CCKCC,ø,CVC,CVCC,2,3,1,2,1,1,1,1,1,1101,1111,2,2,1,CKC,CKCC,C,C,C,CC,K,K,1,0,F,2,paenultima
2,3,Ru,fer,er,ø,N,V,SA,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVC,0,2,0,1,1,1,2,1,1,11,111,4,2,1,CL,CKC,C,C,?,C,L,K,1,0,T,2,paenultima
5,6,Stein,schlag,ag,ø,N,NN,SS,ø,C,CC,CCD,CCDC,CCDCC,C,LC,CLC,CCLC,CCCLC,ø,CCVVC,CCVVC,1,1,1,1,2,2,2,2,2,1201,211,2,2,-1,CCDC,CCLC,CC,CC,C,C,D,L,1,1,T,2,paenultima
2,3,Ku,jon,on,ø,N,N,S,ø,C,CL,CLC,CLCL,CLCLC,C,LC,CLC,LCLC,CLCLC,ø,CVV,CVVC,0,1,0,1,1,1,2,2,1,101,1002,3,3,1,CL,CLC,C,C,?,C,L,L,1,1,T,2,ultima
4,5,Zoll,breit,eit,ø,N,NA,SS,ø,A,AK,AKC,AKCC,AKCCC,C,DC,CDC,CCDC,CCCDC,ø,CVC,CCVVC,2,1,1,1,1,2,1,2,2,111,211,2,2,1,AKC,CCDC,A,CC,C,C,K,D,1,1,T,2,paenultima
3,3,Ste,ven,en,ø,N,N,S,ø,C,CC,CCL,CCLC,CCLCK,C,KC,CKC,LCKC,CLCKC,ø,CCVV,CVC,1,2,0,1,2,1,2,1,1,201,1101,2,2,1,CCL,CKC,CC,C,?,C,L,K,1,0,T,2,paenultima
7,4,Schlach,tung,ung,ø,N,V,SA,ø,C,CC,CCK,CCKC,CCKCC,C,KC,CKC,CCKC,KCCKC,ø,CCVC,CVC,3,2,1,1,2,1,1,1,1,211,1101,2,2,1,CCKC,CKC,CC,C,C,C,K,K,1,1,T,2,paenultima
3,4,mar,tern,ern,ø,V,V,S,ø,C,CK,CKC,CKCC,CKCCK,C,CC,KCC,CKCC,CCKCC,ø,CVC,CVCC,2,3,1,2,1,1,1,1,1,1011,1111,3,2,1,CKC,CKCC,C,C,C,CC,K,K,1,0,F,2,paenultima
3,2,Sa2,er,er,ø,N,A,S,ø,C,CD,CDK,CDKC,ø,C,KC,DKC,CDKC,ø,ø,CVV,VC,0,1,0,1,1,0,2,1,1,101,11,3,3,-1,CD,KC,C,?,?,C,D,K,1,0,T,2,paenultima
6,3,schmal,zig,ig,ø,A,N,SA,ø,C,CC,CCK,CCKC,CCKCA,C,KC,AKC,CAKC,KCAKC,noacc,CCVC,CVC,3,2,1,1,2,1,1,1,1,1111,201,2,2,-1,CCKC,AKC,CC,A,C,C,K,K,1,1,F,2,paenultima
2,5,R2,stung,ung,ø,N,V,SA,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,CCKC,KCCKC,ø,CVC,CVC,2,2,1,1,1,1,1,1,1,111,1101,3,2,1,CKC,CKC,C,C,C,C,K,K,1,1,T,2,paenultima
4,4,tren,deln,eln,ø,V,V,S,ø,C,CC,CCK,CCKC,CCKCC,C,CC,KCC,CKCC,CCKCC,ø,CCVC,CVCC,3,3,1,2,2,1,1,1,1,1111,1111,2,2,0,CCKC,CKCC,CC,C,C,CC,K,K,1,0,F,2,paenultima
4,5,F2nf,kampf,ampf,ø,N,ø,SS,ø,C,CK,CKC,CKCC,CKCCC,A,CA,KCA,CKCA,CCKCA,ø,CVCC,CVCC,3,3,2,2,1,1,1,1,2,1201,1201,2,2,0,CKCC,CKCA,C,C,CC,CA,K,K,2,2,T,2,paenultima
5,4,St1ll,chen,en,ø,N,N,SA,ø,C,CC,CCK,CCKC,CCKCC,C,KC,CKC,CCKC,KCCKC,ø,CCVC,CVC,3,2,1,1,2,1,1,1,1,211,1101,2,2,1,CCKC,CKC,CC,C,C,C,K,K,1,0,T,2,paenultima
4,4,Mach,werk,erk,ø,N,VN,SS,ø,C,CK,CKC,CKCC,CKCCK,C,CC,KCC,CKCC,CCKCC,ø,CVC,CVCC,2,3,1,2,1,1,1,1,2,1101,211,2,2,-1,CKC,CKCC,C,C,C,CC,K,K,1,2,T,2,paenultima
3,2,Keh,re,e,ø,N,V,SA,ø,C,CL,CLC,CLCK,ø,K,CK,LCK,CLCK,ø,ø,CVV,CV,0,1,0,0,1,1,2,1,1,101,11,2,3,-1,CL,CK,C,C,?,?,L,K,1,0,T,2,paenultima
4,3,blut,arm,arm,ø,A,NA,SS,ø,C,CC,CCL,CCLC,CCLCK,C,CC,KCC,CKCC,LCKCC,ø,CCVVC,VCC,1,2,1,2,2,0,2,1,2,211,1011,2,3,1,CCLC,KCC,CC,?,C,CC,L,K,1,2,F,2,paenultima
6,3,Schwim,mer,er,ø,N,V,SA,ø,C,CC,CCK,CCKC,CCKCK,C,KC,CKC,KCKC,CKCKC,ø,CCVC,CVC,3,2,1,1,2,1,1,1,1,201,1011,2,3,1,CCK,CKC,CC,C,?,C,K,K,1,0,T,2,paenultima
3,5,Par,terre,erre,ø,N,ø,S,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,CCKC,KCCKC,ø,CVC,CVC,2,2,1,1,1,1,1,1,1,111,111,2,2,0,CKC,CKC,C,C,C,C,K,K,1,1,T,2,ultima
5,5,Trunk,sucht,ucht,ø,N,NN,SS,ø,C,CC,CCK,CCKC,CCKCC,C,CC,KCC,CKCC,CCKCC,ø,CCVCC,CVCC,4,3,2,2,2,1,1,1,2,1211,301,2,2,-1,CCKCC,CKCC,CC,C,CC,CC,K,K,2,2,T,2,paenultima
2,2,Tu,ba,a,ø,N,N,S,ø,C,CL,CLC,CLCL,ø,L,CL,LCL,CLCL,ø,ø,CVV,CVV,0,0,0,0,1,1,2,2,1,101,101,3,3,0,CL,CL,C,C,?,?,L,L,1,1,T,2,paenultima
4,4,Rohr,netz,etz,ø,N,NN,SS,ø,C,CL,CLC,CLCC,CLCCK,A,KA,CKA,CCKA,LCCKA,ø,CVVC,CVC,1,2,1,1,1,1,2,1,2,21,1101,3,2,1,CLC,CKA,C,C,C,A,L,K,1,1,T,2,paenultima
2,4,d2,ster,er,ø,A,A,S,ø,C,CL,CLC,CLCC,CLCCK,C,KC,CKC,CCKC,LCCKC,ø,CVVC,CVC,1,2,1,1,1,1,2,1,1,201,111,2,2,-1,CLC,CKC,C,C,C,C,L,K,1,0,F,2,paenultima
4,4,T2rm,chen,en,ø,N,N,SA,ø,C,CK,CKC,CKCC,CKCCC,C,KC,CKC,CCKC,CCCKC,ø,CVCC,CVC,3,2,2,1,1,1,1,1,1,1111,1101,2,2,-1,CKCC,CKC,C,C,CC,C,K,K,2,0,T,2,paenultima
3,4,Spi,rant,ant,ø,N,ø,ø,ø,C,CC,CCL,CCLC,CCLCK,C,CC,KCC,CKCC,LCKCC,ø,CCVV,CVCC,1,3,0,2,2,1,2,1,0,201,1111,2,2,1,CCL,CKCC,CC,C,?,CC,L,K,1,2,T,2,ultima
2,2,Di,1t,1t,ø,N,N,S,ø,C,CL,CLL,CLLC,ø,C,LC,LLC,CLLC,ø,ø,CVV,VVC,0,0,0,1,1,0,2,2,1,101,101,3,2,0,CL,LC,C,?,?,C,L,L,1,1,T,2,ultima
7,3,Schnitz,ler,er,ø,N,V,SA,ø,C,CC,CCK,CCKA,CCKAC,C,KC,CKC,ACKC,KACKC,noacc,CCVC,CVC,3,2,1,1,2,1,1,1,1,1201,21,2,3,-1,CCKA,CKC,CC,C,A,C,K,K,1,0,T,2,paenultima
2,5,Re,spekt,ekt,ø,N,ø,ø,ø,C,CL,CLC,CLCC,CLCCK,C,CC,KCC,CKCC,CCKCC,ø,CVVC,CVCC,1,3,1,2,1,1,2,1,0,111,301,2,1,1,CLC,CKCC,C,C,C,CC,L,K,1,2,T,2,ultima
2,4,Mi,ster,er,ø,N,N,S,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,CCKC,KCCKC,ø,CVC,CVC,2,2,1,1,1,1,1,1,1,1101,111,2,2,-1,CKC,CKC,C,C,C,C,K,K,1,0,T,2,paenultima
3,5,Die,trich,ich,ø,N,ø,ø,ø,C,CL,CLC,CLCC,CLCCK,C,KC,CKC,CCKC,LCCKC,ø,CVVC,CVC,1,2,1,1,1,1,2,1,0,201,111,2,3,-1,CLC,CKC,C,C,C,C,L,K,1,1,T,2,paenultima
5,4,Spiel,saal,aal,ø,N,VN,SS,ø,C,CC,CCL,CCLC,CCLCC,C,LC,CLC,CCLC,LCCLC,ø,CCVVC,CVVC,1,1,1,1,2,1,2,2,2,211,111,2,3,-1,CCLC,CLC,CC,C,C,C,L,L,1,1,T,2,paenultima
4,4,sto$,fest,est,ø,A,N,SA,ø,C,CC,CCL,CCLC,CCLCC,C,CC,KCC,CKCC,CCKCC,ø,CCVVC,CVCC,1,3,1,2,2,1,2,1,1,301,301,1,1,0,CCLC,CKCC,CC,C,C,CC,L,K,1,2,F,2,paenultima
4,4,R2st,zeit,eit,ø,N,VN,SS,ø,C,CK,CKC,CKCC,CKCCA,C,DC,ADC,CADC,CCADC,ø,CVCC,CVVC,3,1,2,1,1,1,1,2,2,211,201,2,2,-1,CKCC,ADC,C,A,CC,C,K,D,2,1,T,2,paenultima
3,3,Hen,ker,er,ø,N,V,SA,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,CCKC,KCCKC,ø,CVC,CVC,2,2,1,1,1,1,1,1,1,1101,111,2,2,-1,CKC,CKC,C,C,C,C,K,K,1,0,T,2,paenultima
4,5,Gold,stern,ern,ø,N,NN,SS,ø,C,CK,CKC,CKCC,CKCCC,C,CC,KCC,CKCC,CCKCC,ø,CVCC,CCVCC,3,4,2,2,1,2,1,1,2,211,1211,2,2,1,CKCC,CCKCC,C,CC,CC,CC,K,K,2,2,T,2,paenultima
4,4,Wick,lung,ung,ø,N,V,SA,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,CCKC,KCCKC,ø,CVC,CCVC,2,3,1,1,1,2,1,1,1,101,1111,3,2,1,CK,CCKC,C,CC,?,C,K,K,1,1,T,2,paenultima
7,3,schlie$,bar,ar,ø,A,V,SA,ø,C,CC,CCL,CCLC,CCLCC,C,LC,CLC,CCLC,LCCLC,ø,CCVVC,CVVC,1,1,1,1,2,1,2,2,1,211,111,2,3,-1,CCLC,CLC,CC,C,C,C,L,L,1,1,F,2,paenultima
5,2,Stros,se,e,ø,N,N,S,ø,C,CC,CCC,CCCK,CCCKC,K,CK,KCK,CKCK,CCKCK,ø,CCCVC,CV,4,1,1,0,3,1,1,1,1,211,101,2,2,-1,CCCK,CK,CCC,C,?,?,K,K,1,0,T,2,paenultima
7,3,schmerz,los,os,ø,A,N,SA,ø,C,CC,CCK,CCKC,CCKCA,C,LC,CLC,ACLC,CACLC,ø,CCVCC,CVVC,4,1,2,1,2,1,1,2,1,1211,111,2,2,-1,CCKCA,CLC,CC,C,CA,C,K,L,2,1,F,2,paenultima
3,3,bal,dig,ig,ø,A,ø,SA,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,CCKC,KCCKC,noacc,CVC,CVC,2,2,1,1,1,1,1,1,1,111,201,2,2,1,CKC,CKC,C,C,C,C,K,K,1,1,F,2,paenultima
2,4,Ah,ming,ing,ø,N,N,S,ø,L,LC,LCK,LCKC,ø,C,KC,CKC,LCKC,ø,ø,VV,CVC,0,2,0,1,0,1,2,1,1,1,2001,6,3,1,L,CKC,?,C,?,C,L,K,1,1,T,2,paenultima
7,4,Schw1ch,ling,ing,ø,N,A,SA,ø,C,CC,CCK,CCKC,CCKCC,C,KC,CKC,CCKC,KCCKC,noacc,CCVC,CVC,3,2,1,1,2,1,1,1,1,301,1011,1,3,1,CCKC,CKC,CC,C,C,C,K,K,1,1,T,2,paenultima
4,3,scha,len,en,ø,V,N,S,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVC,0,2,0,1,1,1,2,1,1,101,1011,3,3,1,CL,CKC,C,C,?,C,L,K,1,0,F,2,paenultima
3,4,Nas,horn,orn,ø,N,ø,ø,ø,C,CL,CLC,CLCC,CLCCK,C,CC,KCC,CKCC,CCKCC,ø,CVVC,CVCC,1,3,1,2,1,1,2,1,0,1101,1111,3,2,1,CLC,CKCC,C,C,C,CC,L,K,1,2,T,2,paenultima
4,4,Tail,leur,eur,ø,N,N,SA,ø,C,CK,CKC,CKCL,CKCLC,C,LC,CLC,KCLC,CKCLC,ø,CVC,CVVC,2,1,1,1,1,1,1,2,1,101,12,2,3,-1,CK,CLC,C,C,?,C,K,L,1,1,T,2,paenultima
6,3,frucht,los,os,ø,A,N,SA,ø,C,CC,CCL,CCLC,CCLCC,C,LC,CLC,CCLC,CCCLC,ø,CCVVCC,CVVC,2,1,2,1,2,1,2,2,1,311,111,2,2,-1,CCLCC,CLC,CC,C,CC,C,L,L,2,1,F,2,paenultima
3,4,Ver,zehr,ehr,ver,N,V,S,noacc,C,CK,CKC,CKCA,CKCAL,C,LC,ALC,CALC,KCALC,ø,CVC,CVVC,2,1,1,1,1,1,1,2,1,111,111,2,2,0,CKC,ALC,C,A,C,C,K,L,1,1,T,2,ultima
5,5,Spott,sucht,ucht,ø,N,VN,ø,ø,C,CC,CCK,CCKC,CCKCC,C,CC,KCC,CKCC,CCKCC,ø,CCVC,CVCC,3,3,1,2,2,1,1,1,2,301,301,1,2,0,CCKC,CKCC,CC,C,C,CC,K,K,1,2,T,2,paenultima
6,4,pflanz,lich,ich,ø,A,N,SA,ø,A,AC,ACK,ACKC,ACKCA,C,KC,CKC,ACKC,CACKC,noacc,CCVCC,CVC,4,2,2,1,2,1,1,1,1,1211,111,2,3,-1,ACKCA,CKC,AC,C,CA,C,K,K,2,1,F,2,paenultima
4,2,sta2,en,en,ø,V,V,S,ø,C,CC,CCD,CCDK,CCDKC,C,KC,DKC,CDKC,CCDKC,ø,CCVV,VC,1,1,0,1,2,0,2,1,1,201,1001,2,3,1,CCD,KC,CC,?,?,C,D,K,1,0,F,2,paenultima
3,4,Tag,raum,aum,ø,N,NN,SS,ø,C,CL,CLC,CLCC,CLCCD,C,DC,CDC,CCDC,LCCDC,ø,CVVC,CVVC,1,1,1,1,1,1,2,2,2,201,1011,2,3,1,CLC,CDC,C,C,C,C,L,D,1,1,T,2,paenultima
5,3,Stadt,rat,at,ø,N,NN,SS,ø,C,CC,CCK,CCKC,CCKCC,C,LC,CLC,CCLC,KCCLC,ø,CCVC,CVVC,3,1,1,1,2,1,1,2,2,301,111,1,3,-1,CCKC,CLC,CC,C,C,C,K,L,1,1,T,2,paenultima
4,4,halb,voll,oll,ø,A,ø,SS,ø,C,CK,CKC,CKCC,CKCCC,C,KC,CKC,CCKC,CCCKC,ø,CVCC,CVC,3,2,2,1,1,1,1,1,2,211,111,2,2,-1,CKCC,CKC,C,C,CC,C,K,K,2,1,F,2,paenultima
4,3,Wein,bau,au,ø,N,NN,SS,ø,C,CD,CDC,CDCC,CDCCD,D,CD,CCD,DCCD,CDCCD,ø,CVVC,CVV,1,0,1,0,1,1,2,2,2,1101,101,3,3,-1,CDC,CD,C,C,C,?,D,D,1,1,T,2,paenultima
4,4,Turn,zeug,eug,ø,N,VN,SS,ø,C,CK,CKC,CKCC,CKCCA,C,DC,ADC,CADC,CCADC,ø,CVCC,CVVC,3,1,2,1,1,1,1,2,2,1111,201,2,2,-1,CKCC,ADC,C,A,CC,C,K,D,2,1,T,2,paenultima
4,3,Salz,see,ee,ø,N,NN,SS,ø,C,CK,CKC,CKCA,CKCAC,L,CL,ACL,CACL,KCACL,ø,CVCC,CVV,3,0,2,0,1,1,1,2,2,211,101,2,2,-1,CKCA,CL,C,C,CA,?,K,L,2,1,T,2,paenultima
4,6,Mann,schaft,aft,ø,N,ø,ø,ø,C,CK,CKC,CKCC,CKCCK,C,CC,KCC,CKCC,CCKCC,ø,CVC,CVCC,2,3,1,2,1,1,1,1,0,2001,301,2,1,-1,CKC,CKCC,C,C,C,CC,K,K,1,2,T,2,paenultima
1,3,I,kon,on,ø,N,N,S,ø,L,LC,LCL,LCLC,ø,C,LC,CLC,LCLC,ø,ø,VV,CVVC,0,1,0,1,0,1,2,2,1,1,1101,5,2,1,L,CLC,?,C,?,C,L,L,1,1,T,2,ultima
2,6,Ge,flecht,echt,ø,N,V,AS,ø,C,CK,CKC,CKCC,CKCCK,C,CC,KCC,CKCC,CCKCC,ø,CV,CCVCC,1,4,0,2,1,2,1,1,1,101,311,2,2,1,CK,CCKCC,C,CC,?,CC,K,K,0,2,T,2,ultima
