stress_class,classification_all_J48,error_all_J48,classification_all_JRip,error_all_JRip,classification_all_NN,error_all_NN,classification_phon_J48,error_phon_J48,classification_phon_JRip,error_phon_JRip,classification_phon_NN,error_phon_NN,classification_affix_J48,error_affix_J48,classification_affix_JRip,error_affix_JRip,classification_affix_NN,error_affix_NN,classification_sylstruct_J48,error_sylstruct_J48,classification_sylstruct_JRip,error_sylstruct_JRip,classification_sylstruct_NN,error_sylstruct_NN
prima,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,antepaenultima,yes,prima,no,prima,no
prima,antepaenultima,yes,prima,no,prima,no,ultima,yes,prima,no,ultima,yes,ultima,yes,ultima,yes,prima,no,ultima,yes,prima,no,ultima,yes
prima,antepaenultima,yes,prima,no,prima,no,paenultima,yes,paenultima,yes,paenultima,yes,paenultima,yes,prima,no,paenultima,yes,paenultima,yes,paenultima,yes,paenultima,yes
prima,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,paenultima,yes,paenultima,yes,prima,no,prima,no,prima,no,prima,no
prima,antepaenultima,yes,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no
prima,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no
prima,prima,no,prima,no,prima,no,sekunda,yes,sekunda,yes,prima,no,prima,no,prima,no,prima,no,paenultima,yes,sekunda,yes,prima,no
prima,prima,no,prima,no,prima,no,sekunda,yes,sekunda,yes,sekunda,yes,prima,no,prima,no,antepaenultima,yes,paenultima,yes,sekunda,yes,prima,no
sekunda,prima,yes,prima,yes,prima,yes,sekunda,no,sekunda,no,sekunda,no,prima,yes,prima,yes,sekunda,no,prima,yes,sekunda,no,prima,yes
sekunda,prima,yes,prima,yes,prima,yes,sekunda,no,sekunda,no,sekunda,no,paenultima,yes,prima,yes,sekunda,no,prima,yes,sekunda,no,prima,yes
sekunda,prima,yes,prima,yes,prima,yes,sekunda,no,sekunda,no,sekunda,no,sekunda,no,prima,yes,sekunda,no,prima,yes,sekunda,no,prima,yes
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
antepaenultima,ultima,yes,prima,yes,ultima,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no,antepaenultima,no,antepaenultima,no,antepaenultima,no,antepaenultima,no,antepaenultima,no,paenultima,yes
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
antepaenultima,prima,yes,prima,yes,prima,yes,paenultima,yes,prima,yes,antepaenultima,no,prima,yes,prima,yes,prima,yes,ultima,yes,prima,yes,paenultima,yes
ultima,prima,yes,prima,yes,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
ultima,paenultima,yes,paenultima,yes,paenultima,yes,prima,yes,prima,yes,ultima,no,prima,yes,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,paenultima,no
prima,prima,no,prima,no,prima,no,prima,no,sekunda,yes,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no
prima,prima,no,prima,no,prima,no,prima,no,sekunda,yes,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,antepaenultima,yes,prima,yes,antepaenultima,yes,antepaenultima,yes,prima,yes,paenultima,no,sekunda,yes,paenultima,no,paenultima,no
paenultima,ultima,yes,prima,yes,ultima,yes,paenultima,no,paenultima,no,paenultima,no,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
ultima,ultima,no,ultima,no,ultima,no,ultima,no,prima,yes,ultima,no,prima,yes,prima,yes,ultima,no,paenultima,yes,prima,yes,antepaenultima,yes
sekunda,prima,yes,prima,yes,prima,yes,paenultima,yes,paenultima,yes,paenultima,yes,paenultima,yes,prima,yes,antepaenultima,yes,paenultima,yes,prima,yes,paenultima,yes
paenultima,ultima,yes,prima,yes,ultima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
ultima,ultima,no,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,prima,yes,ultima,no,ultima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
ultima,ultima,no,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
sekunda,ultima,yes,prima,yes,ultima,yes,paenultima,yes,paenultima,yes,paenultima,yes,prima,yes,paenultima,yes,paenultima,yes,paenultima,yes,paenultima,yes,paenultima,yes
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
ultima,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
paenultima,ultima,yes,prima,yes,ultima,yes,paenultima,no,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,prima,yes,prima,yes
paenultima,ultima,yes,ultima,yes,ultima,yes,paenultima,no,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,prima,yes,paenultima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,prima,yes,paenultima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,paenultima,no,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,prima,yes,paenultima,no
antepaenultima,ultima,yes,ultima,yes,ultima,yes,paenultima,yes,prima,yes,paenultima,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no,prima,yes,prima,yes,paenultima,yes
antepaenultima,ultima,yes,prima,yes,ultima,yes,paenultima,yes,paenultima,yes,paenultima,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no,paenultima,yes,paenultima,yes,paenultima,yes
antepaenultima,antepaenultima,no,prima,yes,prima,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no,prima,yes,prima,yes,prima,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
antepaenultima,ultima,yes,prima,yes,ultima,yes,paenultima,yes,paenultima,yes,paenultima,yes,prima,yes,paenultima,yes,antepaenultima,no,paenultima,yes,paenultima,yes,paenultima,yes
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,prima,yes,paenultima,no
ultima,ultima,no,prima,yes,ultima,no,prima,yes,prima,yes,ultima,no,ultima,no,ultima,no,prima,yes,ultima,no,prima,yes,prima,yes
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
antepaenultima,ultima,yes,prima,yes,ultima,yes,paenultima,yes,paenultima,yes,paenultima,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no,paenultima,yes,paenultima,yes,paenultima,yes
paenultima,paenultima,no,paenultima,no,paenultima,no,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,prima,yes,prima,yes
paenultima,ultima,yes,prima,yes,ultima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no
prima,prima,no,prima,no,prima,no,ultima,yes,ultima,yes,ultima,yes,ultima,yes,prima,no,ultima,yes,ultima,yes,ultima,yes,ultima,yes
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
ultima,ultima,no,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,prima,yes,ultima,no,ultima,no
antepaenultima,ultima,yes,ultima,yes,ultima,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no,antepaenultima,no,prima,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no,paenultima,yes
prima,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no
prima,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no
prima,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no
multa,ultima,yes,prima,yes,ultima,yes,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes
prima,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no
sekunda,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,sekunda,no
sekunda,ultima,yes,prima,yes,ultima,yes,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,paenultima,yes,paenultima,yes,paenultima,yes,paenultima,yes
antepaenultima,sekunda,yes,prima,yes,paenultima,yes,ultima,yes,prima,yes,antepaenultima,no,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes
prima,prima,no,prima,no,prima,no,prima,no,sekunda,yes,prima,no,prima,no,prima,no,antepaenultima,yes,prima,no,prima,no,prima,no
sekunda,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes
prima,prima,no,prima,no,prima,no,antepaenultima,yes,antepaenultima,yes,prima,no,sekunda,yes,prima,no,prima,no,antepaenultima,yes,prima,no,prima,no
prima,prima,no,prima,no,prima,no,antepaenultima,yes,prima,no,prima,no,antepaenultima,yes,antepaenultima,yes,prima,no,antepaenultima,yes,prima,no,prima,no
prima,prima,no,prima,no,prima,no,sekunda,yes,prima,no,prima,no,prima,no,prima,no,prima,no,sekunda,yes,prima,no,sekunda,yes
prima,antepaenultima,yes,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no
prima,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no
prima,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,paenultima,yes,paenultima,yes,prima,no,prima,no,paenultima,yes
prima,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no
prima,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no
prima,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,paenultima,yes
prima,ultima,yes,prima,no,ultima,yes,paenultima,yes,paenultima,yes,prima,no,prima,no,prima,no,prima,no,sekunda,yes,prima,no,prima,no
prima,antepaenultima,yes,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no
paenultima,ultima,yes,ultima,yes,ultima,yes,prima,yes,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
paenultima,prima,yes,prima,yes,prima,yes,sekunda,yes,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,paenultima,no
paenultima,prima,yes,prima,yes,prima,yes,paenultima,no,paenultima,no,paenultima,no,sekunda,yes,prima,yes,paenultima,no,paenultima,no,prima,yes,paenultima,no
sekunda,ultima,yes,prima,yes,ultima,yes,sekunda,no,prima,yes,prima,yes,sekunda,no,prima,yes,sekunda,no,paenultima,yes,prima,yes,sekunda,no
sekunda,ultima,yes,prima,yes,ultima,yes,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,sekunda,no,paenultima,yes,prima,yes,prima,yes
antepaenultima,prima,yes,prima,yes,prima,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no,prima,yes,prima,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no,antepaenultima,no
paenultima,ultima,yes,ultima,yes,ultima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
ultima,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
antepaenultima,prima,yes,prima,yes,prima,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no,prima,yes,prima,yes,sekunda,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no
antepaenultima,prima,yes,prima,yes,prima,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no,prima,yes,prima,yes,paenultima,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no
ultima,prima,yes,prima,yes,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
prima,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,ultima,yes
prima,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no
prima,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no
prima,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no
prima,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no
ultima,ultima,no,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
sekunda,prima,yes,prima,yes,prima,yes,prima,yes,sekunda,no,sekunda,no,sekunda,no,prima,yes,sekunda,no,paenultima,yes,prima,yes,sekunda,no
ultima,prima,yes,prima,yes,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
prima,prima,no,prima,no,prima,no,antepaenultima,yes,prima,no,prima,no,antepaenultima,yes,prima,no,prima,no,sekunda,yes,prima,no,prima,no
prima,prima,no,prima,no,prima,no,sekunda,yes,prima,no,prima,no,antepaenultima,yes,prima,no,prima,no,paenultima,yes,prima,no,sekunda,yes
prima,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no
prima,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no
prima,prima,no,prima,no,prima,no,antepaenultima,yes,prima,no,prima,no,sekunda,yes,prima,no,prima,no,sekunda,yes,prima,no,prima,no
prima,prima,no,prima,no,prima,no,sekunda,yes,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no
prima,prima,no,prima,no,prima,no,paenultima,yes,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no
paenultima,ultima,yes,ultima,yes,ultima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,prima,yes,paenultima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,prima,yes,paenultima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
antepaenultima,ultima,yes,prima,yes,ultima,yes,antepaenultima,no,prima,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no,antepaenultima,no,sekunda,yes,prima,yes,paenultima,yes
antepaenultima,prima,yes,prima,yes,prima,yes,antepaenultima,no,prima,yes,antepaenultima,no,prima,yes,prima,yes,prima,yes,antepaenultima,no,antepaenultima,no,prima,yes
antepaenultima,prima,yes,prima,yes,prima,yes,antepaenultima,no,prima,yes,antepaenultima,no,prima,yes,prima,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no,prima,yes
ultima,ultima,no,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
paenultima,ultima,yes,prima,yes,ultima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no
ultima,ultima,no,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
paenultima,ultima,yes,prima,yes,ultima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no
ultima,ultima,no,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,paenultima,yes,ultima,no,ultima,no
ultima,ultima,no,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
ultima,paenultima,yes,paenultima,yes,paenultima,yes,paenultima,yes,paenultima,yes,paenultima,yes,paenultima,yes,paenultima,yes,paenultima,yes,paenultima,yes,paenultima,yes,paenultima,yes
paenultima,paenultima,no,paenultima,no,paenultima,no,antepaenultima,yes,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,paenultima,no
paenultima,ultima,yes,prima,yes,ultima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
ultima,prima,yes,prima,yes,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no
antepaenultima,prima,yes,prima,yes,prima,yes,antepaenultima,no,prima,yes,antepaenultima,no,antepaenultima,no,prima,yes,antepaenultima,no,paenultima,yes,prima,yes,prima,yes
paenultima,prima,yes,prima,yes,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
paenultima,ultima,yes,prima,yes,ultima,yes,paenultima,no,prima,yes,paenultima,no,prima,yes,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
ultima,ultima,no,prima,yes,ultima,no,ultima,no,prima,yes,ultima,no,ultima,no,ultima,no,prima,yes,ultima,no,ultima,no,ultima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
antepaenultima,ultima,yes,prima,yes,ultima,yes,paenultima,yes,prima,yes,paenultima,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no,paenultima,yes,prima,yes,paenultima,yes
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
prima,prima,no,prima,no,prima,no,ultima,yes,ultima,yes,ultima,yes,ultima,yes,prima,no,prima,no,prima,no,prima,no,sekunda,yes
prima,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no
ultima,ultima,no,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
